Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.09,25.365,98.091,5.3188e-05,0.4,0
1.294,25.379,98.124,5.3167e-05,0.4,0.08
1.988,25.376,98.116,5.2865e-05,0.4,0.16
2.696,25.376,98.117,5.2958e-05,0.4,0.24
3.398,25.375,98.115,5.3146e-05,0.4,0.32
4.097,25.376,98.116,5.2979e-05,0.4,0.4
4.786,25.378,98.121,5.3198e-05,0.4,0.48
5.528,25.374,98.113,5.3167e-05,0.4,0.56
6.268,25.373,98.109,5.3386e-05,0.4,0.64
7.009,25.367,98.096,5.3156e-05,0.4,0.72
7.702,25.367,98.095,5.3042e-05,0.4,0.8
8.406,25.362,98.083,5.3146e-05,0.4,0.88
9.1,25.369,98.1,5.3063e-05,0.4,0.96
9.813,25.36,98.078,5.3209e-05,0.4,1.04
10.529,25.37,98.103,5.3167e-05,0.4,1.12
11.22,25.362,98.083,5.3115e-05,0.4,1.2
11.917,25.369,98.099,5.3031e-05,0.4,1.28
12.609,25.362,98.084,5.3146e-05,0.4,1.36
13.327,25.362,98.083,5.3188e-05,0.4,1.44
14.048,25.361,98.081,5.3104e-05,0.4,1.52
14.743,25.365,98.091,5.2823e-05,0.4,1.6
15.466,25.36,98.079,5.3115e-05,0.4,1.68
16.158,25.364,98.088,5.3104e-05,0.4,1.76
16.882,25.37,98.102,5.3563e-05,0.4,1.84
17.566,25.354,98.065,5.3271e-05,0.4,1.92
18.296,25.364,98.088,5.3344e-05,0.4,2
18.974,25.356,98.068,5.3532e-05,0.4,2.08
19.698,25.355,98.067,5.3751e-05,0.4,2.16
20.393,25.361,98.08,5.374e-05,0.4,2.24
21.123,25.365,98.091,5.4272e-05,0.4,2.32
21.812,25.353,98.061,5.423e-05,0.4,2.4
22.499,25.363,98.086,5.4303e-05,0.4,2.48
23.178,25.353,98.061,5.4491e-05,0.4,2.56
23.907,25.356,98.068,5.4574e-05,0.4,2.64
24.595,25.353,98.061,5.5116e-05,0.4,2.72
25.321,25.351,98.057,5.5575e-05,0.4,2.8
26.042,25.347,98.047,5.5627e-05,0.4,2.88
26.743,25.362,98.082,5.5731e-05,0.4,2.96
27.467,25.351,98.056,5.6117e-05,0.4,3.04
28.151,25.349,98.053,5.6283e-05,0.4,3.12
28.866,25.356,98.069,5.6857e-05,0.4,3.2
29.57,25.348,98.051,5.7096e-05,0.4,3.28
30.284,25.35,98.055,5.7628e-05,0.4,3.36
30.978,25.354,98.065,5.7899e-05,0.4,3.44
31.692,25.354,98.064,5.8222e-05,0.4,3.52
32.385,25.346,98.046,5.8389e-05,0.4,3.6
33.128,25.348,98.051,5.8587e-05,0.4,3.68
33.845,25.353,98.063,5.917e-05,0.4,3.76
34.553,25.353,98.061,5.9952e-05,0.4,3.84
35.25,25.346,98.045,6.0463e-05,0.4,3.92
35.959,25.343,98.038,6.04e-05,0.4,4
36.656,25.351,98.057,6.1265e-05,0.4,4.08
37.351,25.341,98.034,6.1588e-05,0.4,4.16
38.085,25.347,98.048,6.2099e-05,0.4,4.24
38.775,25.344,98.041,6.2641e-05,0.4,4.32
39.484,25.341,98.033,6.3235e-05,0.4,4.4
40.184,25.348,98.051,6.4153e-05,0.4,4.48
40.905,25.345,98.044,6.4048e-05,0.4,4.56
41.605,25.346,98.045,6.4715e-05,0.4,4.64
42.318,25.34,98.03,6.5612e-05,0.4,4.72
43.015,25.346,98.046,6.5872e-05,0.4,4.8
43.721,25.345,98.043,6.6591e-05,0.4,4.88
44.41,25.342,98.036,6.6842e-05,0.4,4.96
45.131,25.341,98.033,6.7509e-05,0.4,5.04
45.833,25.338,98.027,6.7946e-05,0.4,5.12
46.551,25.347,98.048,6.8645e-05,0.4,5.2
47.248,25.333,98.014,6.9552e-05,0.4,5.28
47.968,25.345,98.042,6.9718e-05,0.4,5.36
48.646,25.339,98.029,7.0437e-05,0.4,5.44
49.385,25.338,98.026,7.1125e-05,0.4,5.52
50.063,25.342,98.035,7.125e-05,0.4,5.6
50.799,25.337,98.025,7.1949e-05,0.4,5.68
51.516,25.335,98.019,7.2418e-05,0.4,5.76
52.202,25.342,98.035,7.32e-05,0.4,5.84
52.927,25.339,98.029,7.3825e-05,0.4,5.92
53.621,25.332,98.013,7.4221e-05,0.4,6
54.348,25.332,98.012,7.5128e-05,0.4,6.08
55.033,25.332,98.012,7.5659e-05,0.4,6.16
55.747,25.332,98.011,7.6316e-05,0.4,6.24
56.447,25.338,98.025,7.692e-05,0.4,6.32
57.171,25.342,98.036,7.7515e-05,0.4,6.4
