Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.058,29.523,107.87,4.6006e-05,0.4,0
1.339,29.551,107.94,4.5642e-05,0.4,0.08
2.028,29.548,107.93,4.7903e-05,0.4,0.16
2.739,29.546,107.93,5.3563e-05,0.4,0.24
3.432,29.549,107.93,6.3746e-05,0.4,0.32
4.133,29.555,107.95,7.8088e-05,0.4,0.4
4.844,29.557,107.95,9.4149e-05,0.4,0.48
5.566,29.56,107.96,0.00011068,0.4,0.56
6.272,29.558,107.95,0.0001275,0.4,0.64
7.089,29.574,107.99,0.00014378,0.4,0.72
7.822,29.563,107.97,0.00015971,0.4,0.8
8.573,29.578,108,0.00017511,0.4,0.88
9.299,29.574,107.99,0.00018929,0.4,0.96
10.044,29.582,108.01,0.00020257,0.4,1.04
10.754,29.58,108.01,0.00021589,0.4,1.12
11.485,29.589,108.03,0.00022786,0.4,1.2
12.214,29.584,108.02,0.00023957,0.4,1.28
12.936,29.587,108.02,0.00025065,0.4,1.36
13.654,29.59,108.03,0.00026136,0.4,1.44
14.342,29.599,108.05,0.00027121,0.4,1.52
15.078,29.601,108.06,0.00028067,0.4,1.6
15.802,29.604,108.06,0.00029018,0.4,1.68
16.513,29.597,108.05,0.00029952,0.4,1.76
17.205,29.614,108.09,0.00030803,0.4,1.84
17.925,29.607,108.07,0.00031674,0.4,1.92
18.616,29.616,108.09,0.00032522,0.4,2
19.339,29.617,108.1,0.00033285,0.4,2.08
20.03,29.613,108.09,0.00034007,0.4,2.16
20.721,29.625,108.12,0.00034812,0.4,2.24
21.444,29.62,108.1,0.00035563,0.4,2.32
22.138,29.629,108.12,0.00036267,0.4,2.4
22.859,29.636,108.14,0.00036962,0.4,2.48
23.551,29.631,108.13,0.00037656,0.4,2.56
24.272,29.638,108.14,0.00038323,0.4,2.64
24.963,29.633,108.13,0.00038966,0.4,2.72
25.687,29.632,108.13,0.00039611,0.4,2.8
26.377,29.65,108.17,0.00040222,0.4,2.88
27.098,29.642,108.15,0.0004087,0.4,2.96
27.788,29.648,108.17,0.00041462,0.4,3.04
28.511,29.653,108.18,0.00042054,0.4,3.12
29.204,29.65,108.17,0.00042638,0.4,3.2
29.893,29.663,108.2,0.00043252,0.4,3.28
30.617,29.655,108.18,0.00043806,0.4,3.36
31.308,29.663,108.2,0.00044337,0.4,3.44
32.032,29.668,108.22,0.00044921,0.4,3.52
32.724,29.663,108.2,0.00045467,0.4,3.6
33.454,29.67,108.22,0.00045999,0.4,3.68
34.18,29.671,108.22,0.00046524,0.4,3.76
34.91,29.677,108.24,0.00047086,0.4,3.84
35.626,29.681,108.25,0.00047581,0.4,3.92
36.339,29.676,108.23,0.00048117,0.4,4
37.062,29.683,108.25,0.00048639,0.4,4.08
37.799,29.679,108.24,0.00049108,0.4,4.16
38.517,29.687,108.26,0.00049599,0.4,4.24
39.238,29.686,108.26,0.00050133,0.4,4.32
39.963,29.699,108.29,0.00050592,0.4,4.4
40.682,29.701,108.29,0.00051122,0.4,4.48
41.415,29.697,108.28,0.00051565,0.4,4.56
42.134,29.701,108.29,0.00052031,0.4,4.64
42.862,29.707,108.31,0.0005252,0.4,4.72
43.574,29.703,108.3,0.00052992,0.4,4.8
44.312,29.709,108.31,0.00053449,0.4,4.88
45.025,29.711,108.32,0.00053938,0.4,4.96
45.756,29.721,108.34,0.00054398,0.4,5.04
46.466,29.716,108.33,0.00054798,0.4,5.12
47.204,29.719,108.33,0.00055254,0.4,5.2
47.922,29.723,108.34,0.00055738,0.4,5.28
48.637,29.731,108.36,0.00055931,0.4,5.36
49.365,29.73,108.36,0.00055983,0.4,5.44
50.08,29.739,108.38,0.00056041,0.4,5.52
50.798,29.744,108.39,0.00056109,0.4,5.6
51.516,29.743,108.39,0.00056187,0.4,5.68
52.235,29.745,108.39,0.00056247,0.4,5.76
52.951,29.748,108.4,0.00056276,0.4,5.84
53.67,29.752,108.41,0.00056356,0.4,5.92
54.388,29.749,108.4,0.00056419,0.4,6
55.124,29.751,108.41,0.00056476,0.4,6.08
55.823,29.755,108.42,0.00056554,0.4,6.16
56.552,29.761,108.43,0.00056624,0.4,6.24
57.26,29.76,108.43,0.00056692,0.4,6.32
57.978,29.762,108.43,0.00056743,0.4,6.4
