Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
8.878,27.983,104.23,3.9388e-05,0.4,3
9.883,27.978,104.22,3.944e-05,0.4,3.1
10.849,27.986,104.24,3.9357e-05,0.4,3.2
11.818,27.978,104.22,3.9607e-05,0.4,3.3
12.777,27.976,104.21,3.9544e-05,0.4,3.4
13.758,27.973,104.21,3.9304e-05,0.4,3.5
14.744,27.963,104.18,3.969e-05,0.4,3.6
15.68,27.969,104.2,3.9252e-05,0.4,3.7
16.642,27.965,104.19,3.9482e-05,0.4,3.8
17.592,27.97,104.2,3.9503e-05,0.4,3.9
18.571,27.967,104.19,3.9325e-05,0.4,4
19.54,27.959,104.17,3.9367e-05,0.4,4.1
20.532,27.961,104.18,3.9638e-05,0.4,4.2
21.515,27.959,104.17,3.9513e-05,0.4,4.3
22.449,27.942,104.13,3.9367e-05,0.4,4.4
23.403,27.948,104.15,3.9544e-05,0.4,4.5
24.373,27.949,104.15,3.9867e-05,0.4,4.6
25.328,27.942,104.13,3.993e-05,0.4,4.7
26.295,27.946,104.14,3.9742e-05,0.4,4.8
27.222,27.947,104.14,3.9836e-05,0.4,4.9
28.197,27.942,104.13,3.9774e-05,0.4,5
29.207,27.933,104.11,3.9419e-05,0.4,5.1
30.191,27.929,104.1,3.9721e-05,0.4,5.2
31.154,27.927,104.1,3.9846e-05,0.4,5.3
32.144,27.933,104.11,3.9607e-05,0.4,5.4
33.119,27.931,104.11,3.9628e-05,0.4,5.5
34.072,27.919,104.08,3.9742e-05,0.4,5.6
35.047,27.919,104.08,3.969e-05,0.4,5.7
36.007,27.917,104.07,3.9742e-05,0.4,5.8
36.978,27.92,104.08,3.968e-05,0.4,5.9
37.922,27.919,104.08,3.9857e-05,0.4,6
