Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.056,26.503,100.76,5.374e-05,0.4,0
1.346,26.541,100.85,5.3459e-05,0.4,0.08
2.049,26.546,100.86,5.4126e-05,0.4,0.16
2.771,26.549,100.87,5.3521e-05,0.4,0.24
3.514,26.55,100.87,5.3459e-05,0.4,0.32
4.251,26.545,100.86,5.422e-05,0.4,0.4
4.949,26.551,100.87,5.3552e-05,0.4,0.48
5.652,26.554,100.88,5.3365e-05,0.4,0.56
6.365,26.569,100.92,5.3542e-05,0.4,0.64
7.169,26.562,100.9,5.35e-05,0.4,0.72
7.87,26.568,100.91,5.3469e-05,0.4,0.8
8.579,26.575,100.93,5.3605e-05,0.4,0.88
9.306,26.572,100.92,5.3792e-05,0.4,0.96
10.06,26.584,100.95,5.399e-05,0.4,1.04
10.775,26.586,100.96,5.4251e-05,0.4,1.12
11.495,26.591,100.97,5.4501e-05,0.4,1.2
12.225,26.587,100.96,5.473e-05,0.4,1.28
12.946,26.592,100.97,5.4845e-05,0.4,1.36
13.68,26.6,100.99,5.5251e-05,0.4,1.44
14.386,26.594,100.97,5.6221e-05,0.4,1.52
15.127,26.599,100.99,5.7065e-05,0.4,1.6
15.835,26.616,101.02,5.7868e-05,0.4,1.68
16.525,26.603,100.99,5.8972e-05,0.4,1.76
17.251,26.618,101.03,6.0129e-05,0.4,1.84
17.971,26.625,101.05,6.1036e-05,0.4,1.92
18.717,26.618,101.03,6.1964e-05,0.4,2
19.421,26.619,101.03,6.3058e-05,0.4,2.08
20.161,26.623,101.04,6.4674e-05,0.4,2.16
20.87,26.64,101.08,6.5799e-05,0.4,2.24
21.556,26.633,101.06,6.7561e-05,0.4,2.32
22.289,26.646,101.09,6.9135e-05,0.4,2.4
23.003,26.649,101.1,7.0156e-05,0.4,2.48
23.727,26.655,101.12,7.1845e-05,0.4,2.56
24.418,26.648,101.1,7.3825e-05,0.4,2.64
25.152,26.653,101.11,7.5472e-05,0.4,2.72
25.866,26.66,101.13,7.6848e-05,0.4,2.8
26.606,26.66,101.13,7.8432e-05,0.4,2.88
27.329,26.663,101.13,7.9995e-05,0.4,2.96
28.076,26.672,101.16,8.1913e-05,0.4,3.04
28.792,26.666,101.14,8.3539e-05,0.4,3.12
29.481,26.681,101.18,8.5207e-05,0.4,3.2
30.213,26.681,101.18,8.7229e-05,0.4,3.28
30.935,26.687,101.19,8.9021e-05,0.4,3.36
31.661,26.69,101.2,9.0679e-05,0.4,3.44
32.382,26.685,101.19,9.2284e-05,0.4,3.52
33.109,26.686,101.19,9.3764e-05,0.4,3.6
33.828,26.691,101.2,9.5619e-05,0.4,3.68
34.559,26.7,101.22,9.7631e-05,0.4,3.76
35.276,26.711,101.25,9.9319e-05,0.4,3.84
35.967,26.706,101.23,0.00010114,0.4,3.92
36.693,26.715,101.25,0.00010314,0.4,4
37.408,26.719,101.26,0.00010477,0.4,4.08
38.128,26.723,101.27,0.00010666,0.4,4.16
38.825,26.722,101.27,0.0001082,0.4,4.24
39.545,26.727,101.28,0.00010985,0.4,4.32
40.233,26.73,101.29,0.00011166,0.4,4.4
40.975,26.73,101.29,0.00011352,0.4,4.48
41.68,26.731,101.29,0.00011592,0.4,4.56
42.409,26.745,101.33,0.00011708,0.4,4.64
43.126,26.747,101.33,0.0001188,0.4,4.72
43.848,26.753,101.34,0.00012086,0.4,4.8
44.576,26.742,101.32,0.00012254,0.4,4.88
45.293,26.752,101.34,0.00012448,0.4,4.96
46.018,26.761,101.36,0.0001265,0.4,5.04
46.75,26.759,101.36,0.00012811,0.4,5.12
47.473,26.759,101.36,0.00012956,0.4,5.2
48.185,26.766,101.37,0.00013157,0.4,5.28
48.91,26.769,101.38,0.0001333,0.4,5.36
49.649,26.771,101.39,0.00013534,0.4,5.44
50.37,26.768,101.38,0.00013716,0.4,5.52
51.078,26.777,101.4,0.00013866,0.4,5.6
51.81,26.769,101.38,0.00014013,0.4,5.68
52.528,26.77,101.38,0.00014242,0.4,5.76
53.264,26.773,101.39,0.00014387,0.4,5.84
53.973,26.779,101.4,0.00014567,0.4,5.92
54.666,26.771,101.39,0.00014734,0.4,6
55.386,26.768,101.38,0.00014696,0.4,6.08
56.103,26.772,101.39,0.00014669,0.4,6.16
56.826,26.77,101.38,0.00014632,0.4,6.24
57.556,26.771,101.38,0.00014697,0.4,6.32
58.308,26.775,101.39,0.00014671,0.4,6.4
