Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.068,67.236,199.44,0.0059301,0.4,0
1.311,67.256,199.49,0.0059323,0.4,0.08
2.027,67.286,199.57,0.0059339,0.4,0.16
2.727,67.303,199.61,0.0059356,0.4,0.24
3.428,67.317,199.64,0.0059375,0.4,0.32
4.248,67.336,199.69,0.0059391,0.4,0.4
4.936,67.337,199.69,0.0059411,0.4,0.48
5.67,67.364,199.76,0.0059428,0.4,0.56
6.404,67.382,199.81,0.0059448,0.4,0.64
7.143,67.399,199.85,0.0059469,0.4,0.72
7.893,67.41,199.87,0.0059487,0.4,0.8
8.612,67.426,199.91,0.0059507,0.4,0.88
9.312,67.442,199.95,0.0059522,0.4,0.96
10.014,67.457,199.99,0.0059539,0.4,1.04
10.712,67.473,200.03,0.0059557,0.4,1.12
11.426,67.499,200.1,0.0059575,0.4,1.2
12.117,67.501,200.1,0.0059589,0.4,1.28
12.84,67.517,200.14,0.0059531,0.4,1.36
13.529,67.553,200.23,0.005951,0.4,1.44
14.249,67.568,200.27,0.005949,0.4,1.52
14.936,67.569,200.27,0.005947,0.4,1.6
15.655,67.587,200.32,0.0059453,0.4,1.68
16.375,67.603,200.36,0.0059448,0.4,1.76
17.061,67.625,200.41,0.0059447,0.4,1.84
17.78,67.638,200.45,0.0059435,0.4,1.92
18.466,67.663,200.51,0.0059436,0.4,2
19.184,67.678,200.54,0.0059413,0.4,2.08
19.871,67.685,200.56,0.0059409,0.4,2.16
20.59,67.703,200.61,0.0059407,0.4,2.24
21.316,67.713,200.63,0.0059405,0.4,2.32
22.027,67.738,200.7,0.0059411,0.4,2.4
22.745,67.767,200.77,0.0059418,0.4,2.48
23.476,67.769,200.77,0.0059427,0.4,2.56
24.183,67.801,200.85,0.0059426,0.4,2.64
24.938,67.81,200.88,0.0059435,0.4,2.72
25.622,67.83,200.93,0.0059439,0.4,2.8
26.345,67.837,200.94,0.0059447,0.4,2.88
27.06,67.862,201,0.0059456,0.4,2.96
27.79,67.865,201.01,0.005946,0.4,3.04
28.496,67.896,201.09,0.0059468,0.4,3.12
29.184,67.903,201.11,0.0059472,0.4,3.2
29.903,67.918,201.15,0.0059482,0.4,3.28
30.591,67.939,201.2,0.0059481,0.4,3.36
31.309,67.945,201.21,0.0059483,0.4,3.44
31.996,67.976,201.29,0.005949,0.4,3.52
32.715,67.992,201.33,0.0059498,0.4,3.6
33.434,68.01,201.37,0.0059502,0.4,3.68
34.121,68.017,201.39,0.005951,0.4,3.76
34.84,68.034,201.43,0.0059526,0.4,3.84
35.525,68.045,201.46,0.0059528,0.4,3.92
36.241,68.067,201.51,0.0059539,0.4,4
36.958,68.084,201.55,0.005955,0.4,4.08
37.646,68.096,201.58,0.0059562,0.4,4.16
38.364,68.109,201.61,0.0059578,0.4,4.24
39.051,68.14,201.69,0.005959,0.4,4.32
39.769,68.155,201.72,0.005959,0.4,4.4
40.489,68.174,201.77,0.0059586,0.4,4.48
41.173,68.194,201.82,0.0059596,0.4,4.56
41.898,68.198,201.83,0.0059606,0.4,4.64
42.621,68.208,201.85,0.005962,0.4,4.72
43.338,68.232,201.91,0.0059632,0.4,4.8
44.047,68.256,201.97,0.0059648,0.4,4.88
44.732,68.273,202.01,0.0059669,0.4,4.96
45.464,68.288,202.05,0.0059687,0.4,5.04
46.167,68.304,202.09,0.0059708,0.4,5.12
46.855,68.314,202.11,0.0059731,0.4,5.2
47.585,68.339,202.17,0.005975,0.4,5.28
48.342,68.353,202.21,0.0059776,0.4,5.36
49.055,68.364,202.24,0.0059801,0.4,5.44
49.765,68.389,202.3,0.0059833,0.4,5.52
50.482,68.404,202.34,0.0059777,0.4,5.6
51.197,68.407,202.34,0.0059766,0.4,5.68
51.885,68.439,202.42,0.0059777,0.4,5.76
52.605,68.455,202.46,0.0059786,0.4,5.84
53.323,68.472,202.51,0.0059795,0.4,5.92
54.009,68.481,202.53,0.0059812,0.4,6
54.728,68.504,202.58,0.0059847,0.4,6.08
55.447,68.526,202.64,0.0059894,0.4,6.16
56.162,68.54,202.67,0.0059943,0.4,6.24
56.89,68.548,202.69,0.0060004,0.4,6.32
57.6,68.573,202.76,0.0060066,0.4,6.4
