Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.568,26.484,100.72,5.2281e-05,0.4,2
1.606,26.483,100.72,5.2594e-05,0.4,2.01
2.572,26.488,100.73,5.2677e-05,0.4,2.02
3.528,26.475,100.7,5.274e-05,0.4,2.03
4.498,26.486,100.72,5.3396e-05,0.4,2.04
5.452,26.477,100.7,5.3532e-05,0.4,2.05
6.431,26.473,100.69,5.325e-05,0.4,2.06
7.389,26.469,100.68,5.3542e-05,0.4,2.07
8.347,26.475,100.7,5.3792e-05,0.4,2.08
9.306,26.474,100.69,5.3907e-05,0.4,2.09
10.261,26.48,100.71,5.3928e-05,0.4,2.1
11.241,26.476,100.7,5.4303e-05,0.4,2.11
12.193,26.478,100.7,5.4157e-05,0.4,2.12
13.166,26.469,100.68,5.4199e-05,0.4,2.13
14.105,26.468,100.68,5.4532e-05,0.4,2.14
15.067,26.463,100.67,5.4595e-05,0.4,2.15
16.021,26.467,100.68,5.4751e-05,0.4,2.16
16.981,26.466,100.68,5.4949e-05,0.4,2.17
17.938,26.471,100.69,5.496e-05,0.4,2.18
18.888,26.456,100.65,5.4991e-05,0.4,2.19
19.87,26.466,100.67,5.5158e-05,0.4,2.2
20.822,26.46,100.66,5.496e-05,0.4,2.21
21.78,26.466,100.68,5.5387e-05,0.4,2.22
22.732,26.465,100.67,5.57e-05,0.4,2.23
23.689,26.451,100.64,5.5543e-05,0.4,2.24
24.656,26.462,100.67,5.5856e-05,0.4,2.25
25.61,26.448,100.63,5.6012e-05,0.4,2.26
26.565,26.454,100.65,5.5991e-05,0.4,2.27
27.547,26.454,100.65,5.5981e-05,0.4,2.28
28.508,26.451,100.64,5.6658e-05,0.4,2.29
29.454,26.448,100.63,5.6575e-05,0.4,2.3
30.408,26.45,100.64,5.6586e-05,0.4,2.31
31.371,26.449,100.64,5.6836e-05,0.4,2.32
32.363,26.456,100.65,5.6971e-05,0.4,2.33
33.353,26.447,100.63,5.694e-05,0.4,2.34
34.299,26.454,100.65,5.6763e-05,0.4,2.35
35.249,26.446,100.63,5.7096e-05,0.4,2.36
36.214,26.445,100.63,5.7576e-05,0.4,2.37
37.197,26.436,100.61,5.7597e-05,0.4,2.38
38.153,26.443,100.62,5.7638e-05,0.4,2.39
39.104,26.448,100.63,5.8013e-05,0.4,2.4
40.064,26.447,100.63,5.8055e-05,0.4,2.41
41.023,26.445,100.63,5.8024e-05,0.4,2.42
42.006,26.442,100.62,5.8107e-05,0.4,2.43
42.96,26.43,100.59,5.8086e-05,0.4,2.44
43.914,26.437,100.61,5.8326e-05,0.4,2.45
44.866,26.442,100.62,5.8722e-05,0.4,2.46
45.835,26.435,100.6,5.8639e-05,0.4,2.47
46.809,26.439,100.61,5.9056e-05,0.4,2.48
47.769,26.44,100.61,5.9045e-05,0.4,2.49
48.724,26.427,100.58,5.9243e-05,0.4,2.5
49.707,26.439,100.61,5.8962e-05,0.4,2.51
50.663,26.43,100.59,5.9254e-05,0.4,2.52
51.622,26.429,100.59,5.966e-05,0.4,2.53
52.578,26.427,100.59,5.9598e-05,0.4,2.54
53.561,26.428,100.59,5.9775e-05,0.4,2.55
54.519,26.426,100.58,5.9837e-05,0.4,2.56
55.484,26.425,100.58,6.0296e-05,0.4,2.57
56.438,26.431,100.59,6.0056e-05,0.4,2.58
57.384,26.424,100.58,6.0317e-05,0.4,2.59
58.343,26.423,100.57,6.063e-05,0.4,2.6
59.308,26.417,100.56,6.0838e-05,0.4,2.61
60.25,26.412,100.55,6.0817e-05,0.4,2.62
61.208,26.419,100.57,6.0692e-05,0.4,2.63
62.167,26.417,100.56,6.1161e-05,0.4,2.64
63.123,26.418,100.56,6.1328e-05,0.4,2.65
64.072,26.41,100.55,6.114e-05,0.4,2.66
65.031,26.408,100.54,6.1474e-05,0.4,2.67
65.992,26.407,100.54,6.139e-05,0.4,2.68
66.939,26.42,100.57,6.1724e-05,0.4,2.69
67.891,26.407,100.54,6.1912e-05,0.4,2.7
68.854,26.412,100.55,6.1787e-05,0.4,2.71
69.831,26.404,100.53,6.1995e-05,0.4,2.72
70.799,26.415,100.56,6.2349e-05,0.4,2.73
71.755,26.417,100.56,6.2422e-05,0.4,2.74
72.703,26.417,100.56,6.2433e-05,0.4,2.75
73.697,26.414,100.56,6.2652e-05,0.4,2.76
74.641,26.414,100.55,6.2568e-05,0.4,2.77
75.6,26.41,100.55,6.3121e-05,0.4,2.78
76.553,26.398,100.52,6.3121e-05,0.4,2.79
77.51,26.403,100.53,6.3069e-05,0.4,2.8
78.462,26.409,100.54,6.3423e-05,0.4,2.81
79.426,26.402,100.53,6.359e-05,0.4,2.82
80.377,26.408,100.54,6.3485e-05,0.4,2.83
81.362,26.409,100.54,6.3538e-05,0.4,2.84
82.327,26.398,100.52,6.3788e-05,0.4,2.85
83.278,26.404,100.53,6.3986e-05,0.4,2.86
84.238,26.402,100.53,6.3954e-05,0.4,2.87
85.191,26.396,100.51,6.4278e-05,0.4,2.88
86.17,26.395,100.51,6.4298e-05,0.4,2.89
87.129,26.393,100.51,6.4611e-05,0.4,2.9
88.082,26.398,100.52,6.4893e-05,0.4,2.91
89.04,26.397,100.52,6.4632e-05,0.4,2.92
90.038,26.396,100.51,6.4965e-05,0.4,2.93
91.026,26.392,100.5,6.4997e-05,0.4,2.94
91.972,26.383,100.48,6.5132e-05,0.4,2.95
92.926,26.388,100.49,6.5164e-05,0.4,2.96
93.853,26.379,100.47,6.5445e-05,0.4,2.97
94.809,26.385,100.49,6.5424e-05,0.4,2.98
95.755,26.385,100.49,6.5445e-05,0.4,2.99
96.718,26.389,100.5,6.582e-05,0.4,3
97.676,26.391,100.5,6.5758e-05,0.4,3.01
98.655,26.389,100.5,6.5747e-05,0.4,3.02
99.615,26.389,100.5,6.5997e-05,0.4,3.03
100.56,26.386,100.49,6.6383e-05,0.4,3.04
101.52,26.383,100.48,6.6373e-05,0.4,3.05
102.48,26.382,100.48,6.6581e-05,0.4,3.06
103.43,26.377,100.47,6.6706e-05,0.4,3.07
104.39,26.375,100.46,6.6894e-05,0.4,3.08
105.35,26.37,100.45,6.6925e-05,0.4,3.09
106.31,26.373,100.46,6.7488e-05,0.4,3.1
107.28,26.372,100.46,6.7248e-05,0.4,3.11
108.24,26.38,100.47,6.7561e-05,0.4,3.12
109.21,26.37,100.45,6.7446e-05,0.4,3.13
110.15,26.368,100.45,6.7686e-05,0.4,3.14
111.12,26.374,100.46,6.7623e-05,0.4,3.15
112.1,26.372,100.46,6.8238e-05,0.4,3.16
113.05,26.365,100.44,6.8051e-05,0.4,3.17
114.01,26.359,100.43,6.7999e-05,0.4,3.18
114.97,26.365,100.44,6.8322e-05,0.4,3.19
115.95,26.364,100.44,6.8353e-05,0.4,3.2
116.9,26.369,100.45,6.8582e-05,0.4,3.21
117.86,26.368,100.45,6.877e-05,0.4,3.22
118.82,26.36,100.43,6.8978e-05,0.4,3.23
119.8,26.364,100.44,6.9208e-05,0.4,3.24
120.76,26.365,100.44,6.8864e-05,0.4,3.25
121.71,26.358,100.42,6.9395e-05,0.4,3.26
122.67,26.357,100.42,6.9281e-05,0.4,3.27
123.62,26.363,100.44,6.9697e-05,0.4,3.28
124.58,26.362,100.43,6.9979e-05,0.4,3.29
125.54,26.347,100.4,6.9708e-05,0.4,3.3
126.49,26.358,100.42,6.9885e-05,0.4,3.31
127.45,26.358,100.43,7.0187e-05,0.4,3.32
128.41,26.355,100.42,7.0041e-05,0.4,3.33
129.39,26.351,100.41,7.0458e-05,0.4,3.34
130.35,26.355,100.42,7.0375e-05,0.4,3.35
131.31,26.354,100.42,7.051e-05,0.4,3.36
132.26,26.347,100.4,7.0927e-05,0.4,3.37
133.24,26.339,100.38,7.0886e-05,0.4,3.38
134.21,26.352,100.41,7.0865e-05,0.4,3.39
135.16,26.344,100.39,7.1073e-05,0.4,3.4
136.11,26.338,100.38,7.1553e-05,0.4,3.41
137.07,26.347,100.4,7.1073e-05,0.4,3.42
138.05,26.347,100.4,7.1542e-05,0.4,3.43
139,26.341,100.38,7.1667e-05,0.4,3.44
139.96,26.339,100.38,7.1574e-05,0.4,3.45
140.91,26.343,100.39,7.2063e-05,0.4,3.46
141.87,26.344,100.39,7.2105e-05,0.4,3.47
142.82,26.335,100.37,7.2314e-05,0.4,3.48
143.78,26.342,100.39,7.2449e-05,0.4,3.49
144.73,26.33,100.36,7.2751e-05,0.4,3.5
145.7,26.336,100.37,7.2376e-05,0.4,3.51
146.68,26.332,100.36,7.3074e-05,0.4,3.52
147.64,26.335,100.37,7.2783e-05,0.4,3.53
148.59,26.334,100.37,7.3106e-05,0.4,3.54
149.54,26.33,100.36,7.2699e-05,0.4,3.55
150.51,26.329,100.36,7.3168e-05,0.4,3.56
151.46,26.334,100.37,7.3231e-05,0.4,3.57
152.41,26.325,100.35,7.3106e-05,0.4,3.58
153.37,26.323,100.34,7.346e-05,0.4,3.59
154.33,26.329,100.36,7.3669e-05,0.4,3.6
155.29,26.327,100.35,7.3825e-05,0.4,3.61
156.24,26.329,100.36,7.4096e-05,0.4,3.62
157.19,26.32,100.34,7.3846e-05,0.4,3.63
158.14,26.326,100.35,7.4242e-05,0.4,3.64
159.1,26.324,100.34,7.42e-05,0.4,3.65
160.06,26.325,100.35,7.4596e-05,0.4,3.66
