Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.062,25.386,98.141,5.4449e-05,0.4,0
1.301,25.408,98.192,5.4595e-05,0.4,0.08
2.039,25.409,98.195,5.4501e-05,0.4,0.16
2.737,25.409,98.194,5.4564e-05,0.4,0.24
3.431,25.411,98.198,5.4501e-05,0.4,0.32
4.132,25.41,98.197,5.4678e-05,0.4,0.4
4.845,25.409,98.193,5.4762e-05,0.4,0.48
5.538,25.407,98.189,5.4605e-05,0.4,0.56
6.283,25.409,98.195,5.4418e-05,0.4,0.64
6.973,25.41,98.196,5.4678e-05,0.4,0.72
7.684,25.409,98.195,5.4532e-05,0.4,0.8
8.376,25.412,98.2,5.424e-05,0.4,0.88
9.071,25.42,98.219,5.4449e-05,0.4,0.96
9.818,25.41,98.197,5.4709e-05,0.4,1.04
10.541,25.411,98.199,5.4553e-05,0.4,1.12
11.22,25.417,98.214,5.4491e-05,0.4,1.2
11.958,25.418,98.216,5.4553e-05,0.4,1.28
12.634,25.413,98.203,5.4605e-05,0.4,1.36
13.362,25.414,98.206,5.4532e-05,0.4,1.44
14.063,25.412,98.201,5.4428e-05,0.4,1.52
14.784,25.411,98.199,5.4386e-05,0.4,1.6
15.46,25.418,98.215,5.4272e-05,0.4,1.68
16.197,25.419,98.216,5.4824e-05,0.4,1.76
16.884,25.411,98.198,5.473e-05,0.4,1.84
17.566,25.419,98.217,5.472e-05,0.4,1.92
18.289,25.422,98.224,5.4762e-05,0.4,2
18.98,25.408,98.193,5.4803e-05,0.4,2.08
19.707,25.419,98.218,5.5043e-05,0.4,2.16
20.406,25.412,98.202,5.5095e-05,0.4,2.24
21.132,25.412,98.202,5.5429e-05,0.4,2.32
21.815,25.422,98.224,5.5512e-05,0.4,2.4
22.536,25.421,98.222,5.596e-05,0.4,2.48
23.233,25.414,98.205,5.5866e-05,0.4,2.56
23.95,25.411,98.2,5.6158e-05,0.4,2.64
24.635,25.425,98.231,5.6679e-05,0.4,2.72
25.365,25.419,98.218,5.6763e-05,0.4,2.8
26.046,25.418,98.216,5.7086e-05,0.4,2.88
26.746,25.416,98.21,5.7284e-05,0.4,2.96
27.471,25.415,98.208,5.7941e-05,0.4,3.04
28.153,25.423,98.227,5.8086e-05,0.4,3.12
28.888,25.425,98.231,5.8608e-05,0.4,3.2
29.579,25.412,98.201,5.9087e-05,0.4,3.28
30.292,25.423,98.227,5.9441e-05,0.4,3.36
31.003,25.422,98.225,5.9806e-05,0.4,3.44
31.711,25.416,98.21,6.0306e-05,0.4,3.52
32.39,25.423,98.227,6.0848e-05,0.4,3.6
33.114,25.425,98.232,6.1026e-05,0.4,3.68
33.813,25.417,98.213,6.1703e-05,0.4,3.76
34.529,25.418,98.214,6.2026e-05,0.4,3.84
35.225,25.43,98.243,6.2641e-05,0.4,3.92
35.95,25.424,98.228,6.3381e-05,0.4,4
36.645,25.424,98.228,6.3611e-05,0.4,4.08
37.368,25.427,98.235,6.4236e-05,0.4,4.16
38.083,25.425,98.231,6.4736e-05,0.4,4.24
38.777,25.42,98.22,6.5059e-05,0.4,4.32
39.499,25.421,98.223,6.5862e-05,0.4,4.4
40.181,25.426,98.235,6.6102e-05,0.4,4.48
40.867,25.422,98.225,6.7008e-05,0.4,4.56
41.59,25.421,98.221,6.7509e-05,0.4,4.64
42.288,25.428,98.238,6.8103e-05,0.4,4.72
43.016,25.427,98.235,6.8551e-05,0.4,4.8
43.692,25.422,98.224,6.9312e-05,0.4,4.88
44.426,25.42,98.219,7.0146e-05,0.4,4.96
45.146,25.417,98.213,7.0781e-05,0.4,5.04
45.839,25.433,98.249,7.125e-05,0.4,5.12
46.554,25.423,98.227,7.1865e-05,0.4,5.2
47.254,25.429,98.241,7.2585e-05,0.4,5.28
47.969,25.431,98.245,7.3252e-05,0.4,5.36
48.663,25.422,98.225,7.3669e-05,0.4,5.44
49.373,25.424,98.228,7.4304e-05,0.4,5.52
50.106,25.428,98.238,7.4878e-05,0.4,5.6
50.829,25.428,98.239,7.5722e-05,0.4,5.68
51.518,25.425,98.23,7.6378e-05,0.4,5.76
52.241,25.427,98.235,7.6827e-05,0.4,5.84
52.919,25.431,98.245,7.7577e-05,0.4,5.92
53.65,25.432,98.248,7.8421e-05,0.4,6
54.34,25.426,98.234,7.8797e-05,0.4,6.08
55.049,25.427,98.236,7.9662e-05,0.4,6.16
55.753,25.431,98.246,8.0391e-05,0.4,6.24
56.433,25.428,98.239,8.1173e-05,0.4,6.32
57.142,25.422,98.224,8.2059e-05,0.4,6.4
