Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.054,24.896,96.977,5.5585e-05,0.4,0
1.334,24.923,97.04,5.5689e-05,0.4,0.08
2.03,24.918,97.03,5.57e-05,0.4,0.16
2.731,24.922,97.039,5.5481e-05,0.4,0.24
3.447,24.915,97.021,5.5481e-05,0.4,0.32
4.141,24.911,97.012,5.5502e-05,0.4,0.4
4.844,24.913,97.017,5.5397e-05,0.4,0.48
5.575,24.923,97.04,5.5585e-05,0.4,0.56
6.286,24.912,97.016,5.5835e-05,0.4,0.64
6.986,24.913,97.016,5.5793e-05,0.4,0.72
7.689,24.912,97.015,5.5366e-05,0.4,0.8
8.38,24.911,97.013,5.5564e-05,0.4,0.88
9.082,24.908,97.005,5.5877e-05,0.4,0.96
9.784,24.919,97.032,5.5397e-05,0.4,1.04
10.513,24.917,97.027,5.5647e-05,0.4,1.12
11.205,24.909,97.009,5.5627e-05,0.4,1.2
11.925,24.91,97.011,5.5554e-05,0.4,1.28
12.604,24.92,97.033,5.5575e-05,0.4,1.36
13.328,24.91,97.01,5.5814e-05,0.4,1.44
14.017,24.916,97.025,5.5543e-05,0.4,1.52
14.749,24.916,97.024,5.5606e-05,0.4,1.6
15.444,24.905,96.999,5.5668e-05,0.4,1.68
16.169,24.916,97.025,5.5397e-05,0.4,1.76
16.86,24.909,97.008,5.5595e-05,0.4,1.84
17.582,24.905,97,5.5502e-05,0.4,1.92
18.275,24.914,97.02,5.5835e-05,0.4,2
18.957,24.906,97.001,5.5397e-05,0.4,2.08
19.672,24.912,97.016,5.5627e-05,0.4,2.16
20.373,24.907,97.003,5.5887e-05,0.4,2.24
21.097,24.906,97.001,5.5679e-05,0.4,2.32
21.784,24.913,97.018,5.5929e-05,0.4,2.4
22.509,24.913,97.018,5.5804e-05,0.4,2.48
23.19,24.907,97.002,5.6044e-05,0.4,2.56
23.884,24.912,97.015,5.6096e-05,0.4,2.64
24.565,24.908,97.005,5.6075e-05,0.4,2.72
25.286,24.906,97.002,5.6148e-05,0.4,2.8
25.988,24.917,97.027,5.5991e-05,0.4,2.88
26.714,24.905,96.999,5.6127e-05,0.4,2.96
27.392,24.913,97.018,5.6773e-05,0.4,3.04
28.12,24.912,97.015,5.695e-05,0.4,3.12
28.819,24.9,96.988,5.7013e-05,0.4,3.2
29.531,24.912,97.014,5.7034e-05,0.4,3.28
30.235,24.905,96.998,5.7232e-05,0.4,3.36
30.949,24.903,96.994,5.7576e-05,0.4,3.44
31.644,24.912,97.015,5.7617e-05,0.4,3.52
32.369,24.904,96.996,5.7847e-05,0.4,3.6
33.053,24.911,97.012,5.7972e-05,0.4,3.68
33.739,24.904,96.996,5.8118e-05,0.4,3.76
34.438,24.903,96.994,5.8482e-05,0.4,3.84
35.16,24.912,97.015,5.866e-05,0.4,3.92
35.848,24.901,96.99,5.9066e-05,0.4,4
36.573,24.899,96.986,5.9275e-05,0.4,4.08
37.252,24.911,97.012,5.9504e-05,0.4,4.16
37.983,24.904,96.997,5.9702e-05,0.4,4.24
38.674,24.911,97.013,5.991e-05,0.4,4.32
39.356,24.904,96.997,6.0223e-05,0.4,4.4
40.082,24.9,96.988,6.0567e-05,0.4,4.48
40.769,24.911,97.014,6.0921e-05,0.4,4.56
41.521,24.91,97.01,6.1526e-05,0.4,4.64
42.213,24.903,96.995,6.139e-05,0.4,4.72
42.947,24.905,96.998,6.1807e-05,0.4,4.8
43.626,24.91,97.01,6.2287e-05,0.4,4.88
44.35,24.909,97.009,6.2568e-05,0.4,4.96
45.046,24.902,96.993,6.3048e-05,0.4,5.04
45.774,24.907,97.003,6.3204e-05,0.4,5.12
46.452,24.902,96.992,6.3381e-05,0.4,5.2
47.188,24.904,96.995,6.384e-05,0.4,5.28
47.865,24.908,97.006,6.4236e-05,0.4,5.36
48.596,24.911,97.013,6.4246e-05,0.4,5.44
49.289,24.907,97.004,6.4913e-05,0.4,5.52
50.011,24.911,97.013,6.5059e-05,0.4,5.6
50.706,24.903,96.994,6.6029e-05,0.4,5.68
51.423,24.903,96.994,6.63e-05,0.4,5.76
52.132,24.9,96.987,6.6633e-05,0.4,5.84
52.801,24.904,96.996,6.7092e-05,0.4,5.92
53.528,24.905,96.998,6.7519e-05,0.4,6
54.241,24.905,96.999,6.7873e-05,0.4,6.08
54.934,24.91,97.009,6.8249e-05,0.4,6.16
55.659,24.914,97.019,6.8718e-05,0.4,6.24
56.347,24.903,96.994,6.9083e-05,0.4,6.32
57.049,24.909,97.009,6.926e-05,0.4,6.4
