Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.073,25.416,98.211,5.5866e-05,0.4,0
1.337,25.435,98.255,5.5731e-05,0.4,0.08
2.038,25.43,98.244,5.5887e-05,0.4,0.16
2.743,25.429,98.241,5.5814e-05,0.4,0.24
3.444,25.421,98.222,5.5918e-05,0.4,0.32
4.145,25.424,98.23,5.6023e-05,0.4,0.4
4.846,25.426,98.233,5.5762e-05,0.4,0.48
5.545,25.423,98.227,5.5825e-05,0.4,0.56
6.249,25.435,98.255,5.5804e-05,0.4,0.64
6.985,25.421,98.223,5.5981e-05,0.4,0.72
7.721,25.428,98.239,5.5752e-05,0.4,0.8
8.418,25.429,98.24,5.5877e-05,0.4,0.88
9.122,25.427,98.236,5.5773e-05,0.4,0.96
9.833,25.435,98.256,5.5877e-05,0.4,1.04
10.516,25.426,98.235,5.5981e-05,0.4,1.12
11.237,25.426,98.234,5.5793e-05,0.4,1.2
11.93,25.432,98.247,5.5939e-05,0.4,1.28
12.652,25.435,98.256,5.5939e-05,0.4,1.36
13.344,25.426,98.234,5.5668e-05,0.4,1.44
14.035,25.426,98.234,5.6023e-05,0.4,1.52
14.726,25.432,98.248,5.5939e-05,0.4,1.6
15.413,25.43,98.244,5.6158e-05,0.4,1.68
16.108,25.433,98.25,5.5908e-05,0.4,1.76
16.797,25.426,98.235,5.6033e-05,0.4,1.84
17.519,25.422,98.224,5.6148e-05,0.4,1.92
18.209,25.434,98.253,5.6012e-05,0.4,2
18.932,25.427,98.235,5.6325e-05,0.4,2.08
19.624,25.432,98.247,5.5939e-05,0.4,2.16
20.347,25.429,98.241,5.6315e-05,0.4,2.24
21.037,25.42,98.22,5.646e-05,0.4,2.32
21.761,25.431,98.246,5.6877e-05,0.4,2.4
22.454,25.424,98.229,5.6752e-05,0.4,2.48
23.179,25.417,98.212,5.7107e-05,0.4,2.56
23.866,25.429,98.24,5.7419e-05,0.4,2.64
24.587,25.429,98.242,5.7503e-05,0.4,2.72
25.278,25.418,98.215,5.8118e-05,0.4,2.8
25.969,25.432,98.247,5.8337e-05,0.4,2.88
26.656,25.424,98.229,5.8503e-05,0.4,2.96
27.346,25.427,98.237,5.8826e-05,0.4,3.04
28.034,25.422,98.224,5.9243e-05,0.4,3.12
28.725,25.429,98.24,5.9619e-05,0.4,3.2
29.416,25.422,98.225,6.0088e-05,0.4,3.28
30.108,25.428,98.238,6.0296e-05,0.4,3.36
30.83,25.428,98.238,6.063e-05,0.4,3.44
31.521,25.414,98.206,6.1119e-05,0.4,3.52
32.244,25.431,98.245,6.1682e-05,0.4,3.6
32.937,25.422,98.224,6.1922e-05,0.4,3.68
33.657,25.422,98.225,6.2412e-05,0.4,3.76
34.348,25.43,98.242,6.3006e-05,0.4,3.84
35.07,25.429,98.24,6.3621e-05,0.4,3.92
35.759,25.422,98.223,6.3725e-05,0.4,4
36.478,25.422,98.225,6.4111e-05,0.4,4.08
37.17,25.429,98.24,6.4997e-05,0.4,4.16
37.89,25.43,98.242,6.5393e-05,0.4,4.24
38.584,25.421,98.221,6.5831e-05,0.4,4.32
39.306,25.417,98.213,6.6404e-05,0.4,4.4
39.997,25.428,98.237,6.6988e-05,0.4,4.48
40.719,25.422,98.223,6.7696e-05,0.4,4.56
41.41,25.428,98.239,6.803e-05,0.4,4.64
42.1,25.421,98.223,6.8749e-05,0.4,4.72
42.787,25.417,98.213,6.9406e-05,0.4,4.8
43.478,25.423,98.227,6.977e-05,0.4,4.88
44.169,25.428,98.239,7.0531e-05,0.4,4.96
44.855,25.428,98.239,7.0969e-05,0.4,5.04
45.549,25.429,98.24,7.148e-05,0.4,5.12
46.236,25.43,98.244,7.2147e-05,0.4,5.2
46.925,25.416,98.21,7.2501e-05,0.4,5.28
47.644,25.421,98.222,7.3304e-05,0.4,5.36
48.335,25.425,98.232,7.4075e-05,0.4,5.44
49.057,25.428,98.239,7.4429e-05,0.4,5.52
49.745,25.411,98.199,7.4919e-05,0.4,5.6
50.468,25.425,98.231,7.5878e-05,0.4,5.68
51.162,25.419,98.218,7.6629e-05,0.4,5.76
51.85,25.429,98.24,7.7056e-05,0.4,5.84
52.54,25.42,98.22,7.7911e-05,0.4,5.92
53.227,25.412,98.201,7.8286e-05,0.4,6
53.913,25.423,98.227,7.9047e-05,0.4,6.08
54.638,25.426,98.234,7.9464e-05,0.4,6.16
55.327,25.411,98.199,8.0152e-05,0.4,6.24
56.017,25.426,98.234,8.0912e-05,0.4,6.32
56.699,25.424,98.229,8.1381e-05,0.4,6.4
