Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.317,26.673,101.16,4.8216e-05,0.2,1
11.211,26.66,101.13,4.8341e-05,0.2,1
12.193,26.658,101.12,4.8862e-05,0.2,1
13.152,26.659,101.12,4.8404e-05,0.2,1
14.135,26.654,101.11,4.8664e-05,0.2,1
15.111,26.655,101.11,4.8789e-05,0.2,1
16.095,26.65,101.1,4.8675e-05,0.2,1
17.094,26.654,101.11,4.8643e-05,0.2,1
18.078,26.644,101.09,4.8435e-05,0.2,1
19.08,26.642,101.08,4.8352e-05,0.2,1
20.07,26.648,101.1,4.8779e-05,0.2,1
21.059,26.643,101.09,4.9092e-05,0.2,1
22.056,26.641,101.08,4.8581e-05,0.2,1
23.045,26.633,101.06,4.8497e-05,0.2,1
24.05,26.642,101.08,4.8779e-05,0.2,1
25.025,26.627,101.05,4.8716e-05,0.2,1
26.018,26.635,101.07,4.8633e-05,0.2,1
27.021,26.632,101.06,4.8685e-05,0.2,1
28.01,26.639,101.08,4.8675e-05,0.2,1
28.997,26.637,101.07,4.8675e-05,0.2,1
29.985,26.627,101.05,4.8685e-05,0.2,1
30.953,26.633,101.06,4.8685e-05,0.2,1
31.907,26.623,101.04,4.8477e-05,0.2,1
32.867,26.623,101.04,4.8539e-05,0.2,1
33.834,26.631,101.06,4.8716e-05,0.2,1
34.817,26.628,101.05,4.8622e-05,0.2,1
35.788,26.618,101.03,4.8821e-05,0.2,1
36.775,26.625,101.05,4.8685e-05,0.2,1
37.774,26.611,101.01,4.8883e-05,0.2,1
38.758,26.623,101.04,4.8195e-05,0.2,1
39.756,26.609,101.01,4.9248e-05,0.2,1
40.749,26.614,101.02,4.8706e-05,0.2,1
41.744,26.619,101.03,4.8477e-05,0.2,1
42.734,26.611,101.01,4.9342e-05,0.2,1
43.73,26.619,101.03,4.855e-05,0.2,1
44.712,26.614,101.02,4.8591e-05,0.2,1
