Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.56,25.641,98.733,0.00020788,0.08,0
1.571,25.632,98.713,0.00020792,0.08,0
2.491,25.632,98.713,0.00020755,0.08,0.0005
3.478,25.639,98.729,0.00020793,0.08,0.0005
4.387,25.634,98.716,0.00020698,0.08,0.001
5.356,25.63,98.708,0.00020747,0.08,0.001
6.263,25.636,98.722,0.00020699,0.08,0.0015
7.254,25.624,98.694,0.00020748,0.08,0.0015
8.143,25.636,98.722,0.00020645,0.08,0.002
9.143,25.634,98.717,0.0002076,0.08,0.002
10.053,25.627,98.702,0.00020615,0.08,0.0025
11.039,25.634,98.717,0.00020772,0.08,0.0025
11.924,25.633,98.716,0.00020632,0.08,0.003
12.906,25.634,98.717,0.00020763,0.08,0.003
13.812,25.626,98.698,0.00020589,0.08,0.0035
14.795,25.622,98.689,0.00020762,0.08,0.0035
15.682,25.629,98.706,0.00020559,0.08,0.004
16.669,25.626,98.698,0.00020774,0.08,0.004
17.554,25.622,98.688,0.00020551,0.08,0.0045
18.546,25.628,98.704,0.00020773,0.08,0.0045
19.426,25.628,98.704,0.0002052,0.08,0.005
20.412,25.622,98.69,0.00020781,0.08,0.005
21.301,25.628,98.703,0.00020492,0.08,0.0055
22.287,25.627,98.702,0.00020773,0.08,0.0055
23.192,25.62,98.686,0.00020493,0.08,0.006
24.128,25.627,98.701,0.00020762,0.08,0.006
25.033,25.62,98.684,0.00020463,0.08,0.0065
26.012,25.62,98.686,0.00020792,0.08,0.0065
26.897,25.612,98.667,0.00020429,0.08,0.007
27.883,25.626,98.699,0.00020796,0.08,0.007
28.78,25.627,98.701,0.00020387,0.08,0.0075
29.742,25.626,98.698,0.00020799,0.08,0.0075
30.644,25.623,98.693,0.00020385,0.08,0.008
31.653,25.618,98.681,0.00020786,0.08,0.008
32.566,25.626,98.699,0.00020374,0.08,0.0085
33.549,25.619,98.683,0.00020809,0.08,0.0085
34.43,25.618,98.681,0.00020314,0.08,0.009
35.413,25.613,98.668,0.00020774,0.08,0.009
36.289,25.625,98.697,0.000203,0.08,0.0095
37.292,25.617,98.678,0.00020804,0.08,0.0095
38.19,25.62,98.684,0.00020309,0.08,0.01
39.159,25.627,98.701,0.00020792,0.08,0.01
40.054,25.616,98.676,0.00020257,0.08,0.0105
41.061,25.626,98.7,0.00020807,0.08,0.0105
41.96,25.627,98.701,0.00020257,0.08,0.011
42.955,25.626,98.7,0.0002078,0.08,0.011
43.866,25.62,98.684,0.00020247,0.08,0.0115
44.861,25.626,98.7,0.00020792,0.08,0.0115
45.747,25.62,98.685,0.00020184,0.08,0.012
46.712,25.628,98.702,0.00020764,0.08,0.012
47.622,25.622,98.689,0.00020153,0.08,0.0125
48.623,25.623,98.691,0.00020771,0.08,0.0125
49.541,25.624,98.693,0.00020134,0.08,0.013
50.514,25.628,98.704,0.00020785,0.08,0.013
51.415,25.63,98.709,0.00020116,0.08,0.0135
52.377,25.625,98.696,0.00020792,0.08,0.0135
53.286,25.629,98.707,0.00020097,0.08,0.014
54.279,25.625,98.696,0.00020796,0.08,0.014
55.187,25.631,98.712,0.00020054,0.08,0.0145
56.181,25.621,98.688,0.00020781,0.08,0.0145
57.074,25.628,98.704,0.00020049,0.08,0.015
58.048,25.632,98.714,0.0002077,0.08,0.015
58.94,25.623,98.692,0.00020018,0.08,0.0155
59.935,25.627,98.701,0.00020809,0.08,0.0155
60.827,25.633,98.715,0.00019984,0.08,0.016
61.795,25.629,98.706,0.00020795,0.08,0.016
62.705,25.634,98.718,0.00019943,0.08,0.0165
63.69,25.634,98.718,0.00020772,0.08,0.0165
64.6,25.628,98.703,0.00019923,0.08,0.017
65.6,25.63,98.707,0.00020782,0.08,0.017
66.511,25.631,98.711,0.00019909,0.08,0.0175
67.496,25.629,98.707,0.00020766,0.08,0.0175
68.394,25.631,98.71,0.00019854,0.08,0.018
69.358,25.629,98.705,0.00020795,0.08,0.018
70.269,25.636,98.722,0.00019856,0.08,0.0185
71.254,25.631,98.711,0.00020789,0.08,0.0185
72.139,25.635,98.72,0.0001985,0.08,0.019
73.117,25.627,98.701,0.00020795,0.08,0.019
74.018,25.633,98.716,0.00019802,0.08,0.0195
75.014,25.634,98.719,0.00020811,0.08,0.0195
75.931,25.634,98.717,0.00019791,0.08,0.02
76.941,25.641,98.733,0.00020793,0.08,0.02
77.843,25.64,98.731,0.00019721,0.08,0.0205
78.806,25.637,98.724,0.00020787,0.08,0.0205
79.706,25.636,98.722,0.00019709,0.08,0.021
80.7,25.641,98.733,0.00020795,0.08,0.021
81.585,25.636,98.723,0.00019683,0.08,0.0215
82.563,25.64,98.732,0.00020776,0.08,0.0215
83.464,25.641,98.733,0.00019676,0.08,0.022
84.413,25.642,98.737,0.0002078,0.08,0.022
85.3,25.645,98.742,0.00019644,0.08,0.0225
86.276,25.643,98.739,0.00020806,0.08,0.0225
87.174,25.644,98.74,0.00019637,0.08,0.023
88.175,25.643,98.738,0.00020811,0.08,0.023
89.077,25.646,98.745,0.00019566,0.08,0.0235
90.046,25.637,98.724,0.00020781,0.08,0.0235
90.948,25.635,98.719,0.00019559,0.08,0.024
91.937,25.648,98.749,0.000208,0.08,0.024
92.824,25.638,98.727,0.00019536,0.08,0.0245
93.794,25.648,98.751,0.00020804,0.08,0.0245
94.708,25.644,98.741,0.00019492,0.08,0.025
95.696,25.65,98.754,0.00020788,0.08,0.025
96.607,25.641,98.735,0.00019505,0.08,0.0255
97.603,25.64,98.73,0.0002079,0.08,0.0255
98.51,25.649,98.753,0.00019441,0.08,0.026
99.49,25.636,98.721,0.00020784,0.08,0.026
100.4,25.642,98.737,0.00019432,0.08,0.0265
101.35,25.649,98.753,0.00020778,0.08,0.0265
102.26,25.648,98.749,0.00019406,0.08,0.027
103.26,25.647,98.748,0.00020788,0.08,0.027
104.17,25.646,98.745,0.00019354,0.08,0.0275
105.16,25.639,98.728,0.00020781,0.08,0.0275
106.05,25.651,98.758,0.00019363,0.08,0.028
107.03,25.651,98.756,0.000208,0.08,0.028
107.92,25.651,98.757,0.00019331,0.08,0.0285
108.91,25.645,98.742,0.00020762,0.08,0.0285
109.8,25.652,98.76,0.0001929,0.08,0.029
110.77,25.653,98.762,0.00020801,0.08,0.029
111.67,25.646,98.746,0.00019261,0.08,0.0295
112.66,25.654,98.765,0.0002078,0.08,0.0295
113.54,25.652,98.76,0.00019264,0.08,0.03
114.49,25.645,98.744,0.00020773,0.08,0.03
115.39,25.646,98.745,0.00019222,0.08,0.0305
116.36,25.652,98.76,0.00020779,0.08,0.0305
117.26,25.654,98.764,0.00019207,0.08,0.031
