Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.572,24.452,95.945,-1.73e-06,0.03,0
1.559,24.465,95.975,-1.522e-06,0.03,0.08
2.543,24.461,95.966,-1.438e-06,0.03,0.16
3.494,24.467,95.98,-1.188e-06,0.03,0.24
4.492,24.456,95.955,-1.626e-06,0.03,0.32
5.471,24.454,95.949,-1.251e-06,0.03,0.4
6.45,24.453,95.948,-1.188e-06,0.03,0.48
7.432,24.451,95.944,-1.053e-06,0.03,0.56
8.39,24.456,95.955,-1.136e-06,0.03,0.64
9.373,24.462,95.968,-1.084e-06,0.03,0.72
10.36,24.467,95.979,-1.303e-06,0.03,0.8
11.341,24.464,95.973,-1.115e-06,0.03,0.88
12.29,24.447,95.935,-1.303e-06,0.03,0.96
13.242,24.458,95.958,-7.82e-07,0.03,1.04
14.24,24.459,95.963,-9.17e-07,0.03,1.12
15.22,24.458,95.959,-7.71e-07,0.03,1.2
16.22,24.457,95.956,-2.61e-07,0.03,1.28
17.164,24.457,95.958,-3.65e-07,0.03,1.36
18.128,24.46,95.963,-4.79e-07,0.03,1.44
19.09,24.463,95.972,-1e-08,0.03,1.52
20.074,24.464,95.973,-2.08e-07,0.03,1.6
21.061,24.456,95.955,-3.1e-08,0.03,1.68
22.06,24.455,95.953,-1.35e-07,0.03,1.76
23.014,24.464,95.974,-8.3e-08,0.03,1.84
23.973,24.463,95.971,1.25e-07,0.03,1.92
24.959,24.453,95.947,-1.15e-07,0.03,2
25.95,24.457,95.957,1.25e-07,0.03,2.08
26.94,24.453,95.947,3.34e-07,0.03,2.16
27.921,24.452,95.946,-8.3e-08,0.03,2.24
28.915,24.456,95.954,6.46e-07,0.03,2.32
29.869,24.458,95.96,5.94e-07,0.03,2.4
30.831,24.456,95.955,5.32e-07,0.03,2.48
31.82,24.45,95.941,8.23e-07,0.03,2.56
32.805,24.444,95.926,7.19e-07,0.03,2.64
33.804,24.443,95.924,8.13e-07,0.03,2.72
34.793,24.456,95.955,1.23e-06,0.03,2.8
35.774,24.456,95.954,1.021e-06,0.03,2.88
36.725,24.443,95.925,1.23e-06,0.03,2.96
37.685,24.443,95.925,1.449e-06,0.03,3.04
38.638,24.458,95.96,1.459e-06,0.03,3.12
39.632,24.456,95.954,1.272e-06,0.03,3.2
40.634,24.456,95.955,1.449e-06,0.03,3.28
41.615,24.455,95.952,1.543e-06,0.03,3.36
42.594,24.456,95.955,1.24e-06,0.03,3.44
43.587,24.45,95.941,1.574e-06,0.03,3.52
44.58,24.458,95.959,1.501e-06,0.03,3.6
45.544,24.449,95.939,1.334e-06,0.03,3.68
46.528,24.449,95.939,1.272e-06,0.03,3.76
47.513,24.445,95.928,1.605e-06,0.03,3.84
48.496,24.456,95.954,1.584e-06,0.03,3.92
49.479,24.455,95.953,1.605e-06,0.03,4
