Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.578,24.611,96.314,0.00058099,0.03,0
1.565,24.61,96.312,0.00064503,0.03,0.05
2.56,24.607,96.307,0.00066967,0.03,0.1
3.536,24.591,96.269,0.00069442,0.03,0.15
4.495,24.597,96.283,0.00072,0.03,0.2
5.433,24.599,96.288,0.00074758,0.03,0.25
6.414,24.599,96.287,0.00077663,0.03,0.3
7.367,24.604,96.299,0.00080774,0.03,0.35
8.312,24.603,96.297,0.0008414,0.03,0.4
9.293,24.597,96.284,0.00087813,0.03,0.45
10.253,24.597,96.283,0.00091768,0.03,0.5
11.195,24.596,96.28,0.00096055,0.03,0.55
12.187,24.602,96.294,0.0010078,0.03,0.6
13.167,24.602,96.295,0.0010589,0.03,0.65
14.105,24.603,96.296,0.0011147,0.03,0.7
15.097,24.594,96.276,0.0011737,0.03,0.75
16.043,24.598,96.286,0.0012369,0.03,0.8
17.02,24.587,96.26,0.0013018,0.03,0.85
18.012,24.601,96.292,0.0013687,0.03,0.9
18.982,24.587,96.259,0.0014366,0.03,0.95
19.938,24.593,96.273,0.0015048,0.03,1
20.89,24.601,96.291,0.0015737,0.03,1.05
21.85,24.6,96.289,0.0016423,0.03,1.1
22.847,24.6,96.29,0.0017113,0.03,1.15
23.831,24.602,96.294,0.0017812,0.03,1.2
24.793,24.601,96.293,0.0018516,0.03,1.25
25.766,24.599,96.287,0.001921,0.03,1.3
26.732,24.599,96.288,0.0019918,0.03,1.35
27.684,24.584,96.252,0.002062,0.03,1.4
28.638,24.593,96.273,0.0021332,0.03,1.45
29.626,24.598,96.286,0.0022038,0.03,1.5
30.58,24.593,96.274,0.0022756,0.03,1.55
31.532,24.6,96.289,0.0023485,0.03,1.6
32.5,24.592,96.271,0.0024201,0.03,1.65
33.454,24.603,96.296,0.0024923,0.03,1.7
34.412,24.598,96.284,0.0025633,0.03,1.75
35.366,24.591,96.269,0.0026371,0.03,1.8
36.351,24.6,96.291,0.0027099,0.03,1.85
37.336,24.602,96.295,0.0027824,0.03,1.9
38.29,24.601,96.292,0.0028541,0.03,1.95
39.248,24.603,96.296,0.0029281,0.03,2
40.202,24.596,96.281,0.003001,0.03,2.05
41.163,24.596,96.28,0.0030728,0.03,2.1
42.111,24.602,96.293,0.0031452,0.03,2.15
43.068,24.594,96.276,0.003217,0.03,2.2
44.055,24.603,96.296,0.0032893,0.03,2.25
45.014,24.603,96.297,0.0033626,0.03,2.3
45.965,24.598,96.285,0.0034356,0.03,2.35
46.921,24.599,96.286,0.0035072,0.03,2.4
47.871,24.597,96.282,0.0035766,0.03,2.45
48.834,24.605,96.301,0.0036486,0.03,2.5
49.78,24.607,96.305,0.003721,0.03,2.55
50.737,24.604,96.299,0.0037923,0.03,2.6
51.692,24.598,96.286,0.0038663,0.03,2.65
52.647,24.6,96.291,0.0039387,0.03,2.7
53.601,24.61,96.313,0.0040098,0.03,2.75
54.56,24.609,96.311,0.004081,0.03,2.8
55.509,24.603,96.295,0.0041526,0.03,2.85
56.47,24.596,96.281,0.0042253,0.03,2.9
57.424,24.607,96.305,0.0042968,0.03,2.95
58.378,24.609,96.31,0.0043676,0.03,3
59.335,24.61,96.313,0.0044408,0.03,3.05
60.29,24.603,96.296,0.0045118,0.03,3.1
61.248,24.603,96.296,0.0045849,0.03,3.15
62.243,24.612,96.318,0.0046574,0.03,3.2
63.219,24.613,96.319,0.004729,0.03,3.25
64.183,24.611,96.316,0.0048003,0.03,3.3
65.137,24.605,96.302,0.004871,0.03,3.35
66.083,24.613,96.319,0.0049438,0.03,3.4
67.048,24.612,96.318,0.0050159,0.03,3.45
68.003,24.613,96.321,0.0050888,0.03,3.5
68.954,24.606,96.303,0.0051613,0.03,3.55
69.946,24.615,96.324,0.0052304,0.03,3.6
70.928,24.616,96.326,0.0052998,0.03,3.65
71.888,24.612,96.317,0.0053731,0.03,3.7
72.842,24.612,96.318,0.0054467,0.03,3.75
73.79,24.619,96.333,0.0055181,0.03,3.8
74.754,24.611,96.316,0.0055891,0.03,3.85
75.703,24.621,96.338,0.0056603,0.03,3.9
76.685,24.619,96.333,0.0057307,0.03,3.95
77.644,24.621,96.338,0.0058024,0.03,4
78.594,24.614,96.322,0.0058717,0.03,4.05
79.555,24.614,96.322,0.005942,0.03,4.1
80.513,24.614,96.323,0.0060141,0.03,4.15
81.467,24.619,96.334,0.006086,0.03,4.2
82.419,24.605,96.302,0.0061593,0.03,4.25
83.404,24.622,96.341,0.0062318,0.03,4.3
84.363,24.622,96.34,0.0063022,0.03,4.35
85.318,24.61,96.313,0.0063699,0.03,4.4
86.263,24.624,96.345,0.0064414,0.03,4.45
87.223,24.626,96.35,0.0065131,0.03,4.5
88.177,24.612,96.318,0.0065842,0.03,4.55
89.13,24.621,96.338,0.0066531,0.03,4.6
90.084,24.625,96.347,0.0067243,0.03,4.65
91.042,24.624,96.346,0.0067958,0.03,4.7
91.996,24.616,96.326,0.0068658,0.03,4.75
92.957,24.61,96.313,0.0069344,0.03,4.8
93.93,24.621,96.338,0.00701,0.03,4.85
94.885,24.624,96.345,0.0070793,0.03,4.9
95.843,24.627,96.352,0.0071512,0.03,4.95
96.793,24.622,96.341,0.0072238,0.03,5
97.758,24.615,96.324,0.0072958,0.03,5.05
98.703,24.629,96.356,0.0073645,0.03,5.1
99.664,24.626,96.351,0.0074367,0.03,5.15
100.62,24.63,96.359,0.0075092,0.03,5.2
101.58,24.623,96.344,0.0075797,0.03,5.25
102.53,24.623,96.342,0.0076519,0.03,5.3
103.49,24.628,96.356,0.0077219,0.03,5.35
104.48,24.624,96.345,0.0077934,0.03,5.4
105.46,24.629,96.357,0.0078645,0.03,5.45
106.42,24.624,96.345,0.0079343,0.03,5.5
107.36,24.614,96.323,0.008004,0.03,5.55
108.32,24.617,96.328,0.0080746,0.03,5.6
109.28,24.624,96.346,0.0081467,0.03,5.65
110.27,24.63,96.359,0.0082178,0.03,5.7
111.25,24.629,96.358,0.0082906,0.03,5.75
112.2,24.616,96.326,0.0083592,0.03,5.8
113.15,24.635,96.37,0.0084305,0.03,5.85
114.12,24.631,96.363,0.0085008,0.03,5.9
115.1,24.635,96.371,0.0085712,0.03,5.95
116.06,24.626,96.351,0.0086428,0.03,6
117.01,24.624,96.346,0.0087138,0.03,6.05
117.97,24.626,96.349,0.0087843,0.03,6.1
118.92,24.635,96.371,0.0088536,0.03,6.15
119.88,24.634,96.367,0.0089276,0.03,6.2
120.86,24.637,96.376,0.0089985,0.03,6.25
121.81,24.627,96.353,0.0090674,0.03,6.3
122.77,24.62,96.336,0.009139,0.03,6.35
123.72,24.637,96.376,0.0092105,0.03,6.4
124.69,24.631,96.362,0.009242,0.03,6.45
125.64,24.624,96.346,0.0092447,0.03,6.5
126.62,24.635,96.371,0.0092473,0.03,6.55
127.56,24.637,96.374,0.009246,0.03,6.6
128.51,24.632,96.364,0.0092505,0.03,6.65
129.49,24.632,96.365,0.0092507,0.03,6.7
130.45,24.631,96.363,0.009252,0.03,6.75
131.43,24.638,96.377,0.0092526,0.03,6.8
132.41,24.64,96.382,0.0092531,0.03,6.85
133.35,24.636,96.374,0.0092547,0.03,6.9
134.34,24.623,96.344,0.0092563,0.03,6.95
135.32,24.634,96.368,0.0092611,0.03,7
