Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.583,25.554,98.53,0.00012479,0.03,0.1
1.582,25.553,98.53,0.00013475,0.03,0.0995
2.541,25.555,98.534,0.00013537,0.03,0.099
3.488,25.549,98.52,0.00013547,0.03,0.0985
4.467,25.55,98.521,0.00013549,0.03,0.098
5.457,25.558,98.54,0.00013544,0.03,0.0975
6.395,25.557,98.538,0.00013603,0.03,0.097
7.371,25.549,98.52,0.00013595,0.03,0.0965
8.324,25.552,98.526,0.00013606,0.03,0.096
9.273,25.561,98.547,0.00013636,0.03,0.0955
10.255,25.559,98.543,0.00013666,0.03,0.095
11.209,25.549,98.519,0.000137,0.03,0.0945
12.183,25.553,98.528,0.00013721,0.03,0.094
13.176,25.56,98.546,0.00013762,0.03,0.0935
14.151,25.559,98.544,0.00013762,0.03,0.093
15.136,25.563,98.551,0.00013773,0.03,0.0925
16.112,25.561,98.548,0.00013796,0.03,0.092
17.063,25.553,98.529,0.00013812,0.03,0.0915
18.047,25.555,98.534,0.00013838,0.03,0.091
19.022,25.556,98.536,0.00013847,0.03,0.0905
19.979,25.558,98.54,0.00013896,0.03,0.09
20.948,25.565,98.557,0.00013919,0.03,0.0895
21.9,25.559,98.542,0.00013953,0.03,0.089
22.848,25.566,98.559,0.00013968,0.03,0.0885
23.832,25.567,98.562,0.00013961,0.03,0.088
24.807,25.559,98.542,0.00014036,0.03,0.0875
25.762,25.563,98.553,0.00014055,0.03,0.087
26.749,25.567,98.562,0.00014068,0.03,0.0865
27.719,25.568,98.564,0.00014074,0.03,0.086
28.67,25.569,98.567,0.00014099,0.03,0.0855
29.659,25.569,98.567,0.00014132,0.03,0.085
30.628,25.558,98.54,0.00014118,0.03,0.0845
31.581,25.568,98.565,0.00014159,0.03,0.084
32.567,25.568,98.563,0.00014183,0.03,0.0835
33.541,25.576,98.582,0.00014216,0.03,0.083
34.496,25.575,98.58,0.00014231,0.03,0.0825
35.478,25.576,98.584,0.00014281,0.03,0.082
36.422,25.575,98.58,0.00014279,0.03,0.0815
37.398,25.578,98.587,0.00014287,0.03,0.081
38.352,25.576,98.583,0.0001432,0.03,0.0805
39.307,25.575,98.58,0.00014341,0.03,0.08
40.275,25.583,98.598,0.00014362,0.03,0.0795
41.233,25.585,98.604,0.00014378,0.03,0.079
42.202,25.581,98.593,0.00014399,0.03,0.0785
43.154,25.588,98.611,0.00014436,0.03,0.078
44.098,25.59,98.616,0.00014452,0.03,0.0775
45.087,25.578,98.587,0.00014499,0.03,0.077
46.025,25.583,98.599,0.00014487,0.03,0.0765
47.018,25.593,98.621,0.00014519,0.03,0.076
47.99,25.595,98.627,0.00014532,0.03,0.0755
48.95,25.595,98.628,0.00014532,0.03,0.075
49.886,25.585,98.603,0.0001456,0.03,0.0745
50.877,25.593,98.622,0.00014587,0.03,0.074
51.859,25.593,98.622,0.00014634,0.03,0.0735
52.801,25.594,98.624,0.00014647,0.03,0.073
53.78,25.595,98.626,0.00014671,0.03,0.0725
54.73,25.602,98.643,0.00014692,0.03,0.072
55.71,25.604,98.648,0.00014706,0.03,0.0715
56.662,25.594,98.624,0.0001476,0.03,0.071
57.613,25.609,98.659,0.00014752,0.03,0.0705
58.586,25.608,98.658,0.0001477,0.03,0.07
59.539,25.603,98.646,0.00014767,0.03,0.0695
60.486,25.613,98.668,0.0001479,0.03,0.069
61.468,25.613,98.669,0.00014819,0.03,0.0685
62.416,25.607,98.655,0.00014872,0.03,0.068
63.404,25.602,98.643,0.00014864,0.03,0.0675
64.38,25.61,98.661,0.00014906,0.03,0.067
65.335,25.619,98.682,0.00014931,0.03,0.0665
66.277,25.614,98.672,0.00014936,0.03,0.066
67.262,25.613,98.669,0.00014958,0.03,0.0655
68.202,25.615,98.673,0.0001499,0.03,0.065
69.191,25.624,98.695,0.00015032,0.03,0.0645
70.161,25.617,98.679,0.00015041,0.03,0.064
71.12,25.621,98.687,0.00015053,0.03,0.0635
72.096,25.627,98.701,0.00015071,0.03,0.063
73.077,25.627,98.702,0.00015084,0.03,0.0625
74.033,25.631,98.71,0.00015139,0.03,0.062
75.005,25.621,98.687,0.00015133,0.03,0.0615
75.957,25.637,98.725,0.00015157,0.03,0.061
76.911,25.636,98.722,0.00015188,0.03,0.0605
77.881,25.633,98.714,0.00015225,0.03,0.06
78.836,25.643,98.738,0.00015218,0.03,0.0595
79.781,25.637,98.724,0.00015262,0.03,0.059
80.77,25.643,98.739,0.00015284,0.03,0.0585
81.755,25.643,98.738,0.00015278,0.03,0.058
82.689,25.641,98.733,0.00015349,0.03,0.0575
83.673,25.647,98.748,0.00015339,0.03,0.057
84.631,25.649,98.753,0.00015369,0.03,0.0565
85.612,25.65,98.755,0.00015364,0.03,0.056
86.588,25.639,98.73,0.0001544,0.03,0.0555
87.545,25.645,98.744,0.00015409,0.03,0.055
88.478,25.655,98.766,0.00015483,0.03,0.0545
89.426,25.648,98.749,0.00015468,0.03,0.054
90.377,25.657,98.77,0.00015513,0.03,0.0535
91.359,25.66,98.779,0.00015582,0.03,0.053
92.31,25.652,98.759,0.00015568,0.03,0.0525
93.258,25.662,98.782,0.00015542,0.03,0.052
94.243,25.657,98.771,0.00015612,0.03,0.0515
95.228,25.654,98.763,0.00015613,0.03,0.051
96.164,25.658,98.774,0.00015624,0.03,0.0505
97.146,25.658,98.774,0.0001566,0.03,0.05
98.098,25.666,98.793,0.00015694,0.03,0.0495
99.044,25.663,98.785,0.00015687,0.03,0.049
100.02,25.663,98.786,0.00015739,0.03,0.0485
100.97,25.671,98.804,0.00015722,0.03,0.048
101.95,25.674,98.81,0.00015785,0.03,0.0475
102.94,25.668,98.796,0.00015786,0.03,0.047
103.92,25.669,98.8,0.00015801,0.03,0.0465
104.87,25.675,98.812,0.00015818,0.03,0.046
105.85,25.666,98.791,0.00015868,0.03,0.0455
106.8,25.674,98.809,0.00015913,0.03,0.045
107.78,25.681,98.828,0.00015914,0.03,0.0445
108.75,25.68,98.825,0.00015935,0.03,0.044
109.7,25.677,98.818,0.00015952,0.03,0.0435
110.69,25.677,98.818,0.00015961,0.03,0.043
111.64,25.686,98.839,0.00015981,0.03,0.0425
112.59,25.674,98.811,0.0001599,0.03,0.042
113.56,25.689,98.844,0.00016043,0.03,0.0415
114.52,25.687,98.841,0.00016047,0.03,0.041
115.5,25.691,98.851,0.00016099,0.03,0.0405
116.47,25.677,98.817,0.00016069,0.03,0.04
117.43,25.687,98.841,0.0001616,0.03,0.0395
118.38,25.686,98.839,0.00016152,0.03,0.039
119.35,25.688,98.842,0.0001618,0.03,0.0385
120.3,25.686,98.838,0.00016248,0.03,0.038
121.28,25.697,98.865,0.0001623,0.03,0.0375
122.27,25.693,98.856,0.00016254,0.03,0.037
123.22,25.686,98.839,0.00016291,0.03,0.0365
124.19,25.696,98.861,0.00016293,0.03,0.036
125.14,25.701,98.874,0.00016304,0.03,0.0355
126.1,25.695,98.86,0.0001636,0.03,0.035
127.07,25.699,98.869,0.00016371,0.03,0.0345
128.03,25.706,98.885,0.00016372,0.03,0.034
128.97,25.706,98.884,0.00016426,0.03,0.0335
129.91,25.702,98.875,0.00016442,0.03,0.033
130.87,25.711,98.897,0.00016479,0.03,0.0325
131.85,25.706,98.886,0.00016494,0.03,0.032
132.84,25.706,98.884,0.00016514,0.03,0.0315
133.77,25.71,98.895,0.00016565,0.03,0.031
134.72,25.702,98.874,0.00016598,0.03,0.0305
135.67,25.716,98.907,0.00016598,0.03,0.03
136.65,25.718,98.912,0.0001662,0.03,0.0295
137.59,25.708,98.889,0.0001664,0.03,0.029
138.54,25.717,98.911,0.00016651,0.03,0.0285
139.49,25.707,98.887,0.00016683,0.03,0.028
140.44,25.712,98.899,0.00016691,0.03,0.0275
141.42,25.719,98.915,0.00016727,0.03,0.027
142.36,25.726,98.932,0.0001674,0.03,0.0265
143.31,25.715,98.906,0.00016792,0.03,0.026
144.29,25.712,98.898,0.00016793,0.03,0.0255
145.25,25.718,98.913,0.00016837,0.03,0.025
146.22,25.726,98.932,0.00016864,0.03,0.0245
147.17,25.72,98.917,0.00016878,0.03,0.024
148.14,25.722,98.923,0.00016913,0.03,0.0235
149.1,25.724,98.926,0.00016929,0.03,0.023
150.04,25.725,98.928,0.00016956,0.03,0.0225
151.03,25.72,98.918,0.00016946,0.03,0.022
151.97,25.725,98.93,0.00016982,0.03,0.0215
152.95,25.734,98.949,0.00016978,0.03,0.021
153.9,25.731,98.944,0.00017018,0.03,0.0205
154.88,25.732,98.945,0.00017062,0.03,0.02
155.86,25.732,98.945,0.00017067,0.03,0.0195
156.81,25.74,98.963,0.00017097,0.03,0.019
157.78,25.727,98.933,0.00017119,0.03,0.0185
158.73,25.742,98.969,0.00017157,0.03,0.018
159.71,25.742,98.968,0.00017163,0.03,0.0175
160.69,25.744,98.973,0.00017189,0.03,0.017
161.63,25.738,98.96,0.000172,0.03,0.0165
162.62,25.741,98.967,0.0001724,0.03,0.016
163.56,25.733,98.948,0.00017252,0.03,0.0155
164.53,25.751,98.989,0.00017277,0.03,0.015
165.49,25.749,98.984,0.00017294,0.03,0.0145
166.46,25.743,98.971,0.00017327,0.03,0.014
167.41,25.753,98.994,0.00017339,0.03,0.0135
168.35,25.751,98.991,0.00017363,0.03,0.013
169.3,25.748,98.983,0.00017402,0.03,0.0125
170.25,25.757,99.004,0.00017442,0.03,0.012
171.22,25.743,98.97,0.00017475,0.03,0.0115
172.17,25.752,98.991,0.00017504,0.03,0.011
173.15,25.752,98.991,0.00017512,0.03,0.0105
174.09,25.752,98.992,0.0001755,0.03,0.01
175.06,25.754,98.997,0.00017558,0.03,0.0095
176.04,25.755,98.999,0.00017597,0.03,0.009
177.03,25.757,99.004,0.00017614,0.03,0.0085
177.97,25.762,99.016,0.00017632,0.03,0.008
178.93,25.766,99.024,0.00017628,0.03,0.0075
179.92,25.756,99.001,0.00017629,0.03,0.007
180.9,25.765,99.023,0.00017677,0.03,0.0065
181.88,25.767,99.026,0.00017707,0.03,0.006
182.84,25.754,98.996,0.00017744,0.03,0.0055
183.78,25.77,99.034,0.0001778,0.03,0.005
184.74,25.77,99.033,0.00017788,0.03,0.0045
185.69,25.768,99.03,0.00017815,0.03,0.004
186.64,25.774,99.042,0.00017852,0.03,0.0035
187.63,25.77,99.033,0.00017875,0.03,0.003
188.61,25.763,99.017,0.00017929,0.03,0.0025
189.56,25.776,99.048,0.00017901,0.03,0.002
190.51,25.763,99.018,0.00017926,0.03,0.0015
191.5,25.779,99.055,0.00017938,0.03,0.001
192.43,25.766,99.024,0.00017957,0.03,0.0005
193.42,25.781,99.06,0.00018028,0.03,0
