Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.58,24.641,96.385,0.0079994,0.03,6
1.576,24.638,96.379,0.0086557,0.03,6.008
2.525,24.644,96.392,0.0086879,0.03,6.016
3.487,24.643,96.39,0.0087027,0.03,6.024
4.435,24.635,96.37,0.0087191,0.03,6.032
5.418,24.633,96.366,0.00873,0.03,6.04
6.372,24.64,96.383,0.0087431,0.03,6.048
7.327,24.64,96.382,0.0087545,0.03,6.056
8.281,24.624,96.346,0.0087657,0.03,6.064
9.235,24.631,96.361,0.0087745,0.03,6.072
10.193,24.631,96.362,0.0087872,0.03,6.08
11.179,24.63,96.358,0.0087964,0.03,6.088
12.143,24.637,96.376,0.0088091,0.03,6.096
13.128,24.633,96.367,0.0088222,0.03,6.104
14.086,24.635,96.37,0.0088309,0.03,6.112
15.034,24.628,96.355,0.0088428,0.03,6.12
15.992,24.628,96.354,0.0088553,0.03,6.128
16.944,24.634,96.368,0.0088715,0.03,6.136
17.899,24.62,96.335,0.0088817,0.03,6.144
18.847,24.631,96.362,0.008892,0.03,6.152
19.816,24.626,96.351,0.008902,0.03,6.16
20.758,24.621,96.339,0.0089157,0.03,6.168
21.718,24.619,96.335,0.0089226,0.03,6.176
22.664,24.631,96.361,0.008935,0.03,6.184
23.623,24.633,96.366,0.0089446,0.03,6.192
24.581,24.624,96.345,0.0089563,0.03,6.2
25.533,24.625,96.348,0.0089647,0.03,6.208
26.485,24.632,96.364,0.0089762,0.03,6.216
27.442,24.632,96.365,0.0089913,0.03,6.224
28.396,24.625,96.348,0.009003,0.03,6.232
29.386,24.627,96.353,0.0090123,0.03,6.24
30.344,24.631,96.361,0.0090234,0.03,6.248
31.299,24.616,96.326,0.0090311,0.03,6.256
32.248,24.632,96.364,0.0090453,0.03,6.264
33.22,24.623,96.344,0.0090516,0.03,6.272
34.191,24.623,96.344,0.0090606,0.03,6.28
35.15,24.631,96.361,0.009075,0.03,6.288
36.132,24.624,96.346,0.0090834,0.03,6.296
37.082,24.627,96.353,0.0091,0.03,6.304
38.046,24.629,96.358,0.0091048,0.03,6.312
39.009,24.625,96.349,0.00912,0.03,6.32
39.962,24.629,96.357,0.0091296,0.03,6.328
40.909,24.626,96.351,0.0091413,0.03,6.336
41.871,24.623,96.343,0.0091511,0.03,6.344
42.862,24.63,96.36,0.0091657,0.03,6.352
43.847,24.632,96.364,0.009175,0.03,6.36
44.832,24.626,96.35,0.0091872,0.03,6.368
45.791,24.626,96.349,0.0091994,0.03,6.376
46.739,24.632,96.365,0.0092125,0.03,6.384
47.692,24.626,96.351,0.0092207,0.03,6.392
48.65,24.626,96.35,0.0092272,0.03,6.4
49.641,24.631,96.363,0.0092419,0.03,6.408
50.631,24.628,96.355,0.0092551,0.03,6.416
51.571,24.629,96.358,0.0092654,0.03,6.424
52.532,24.624,96.345,0.0092784,0.03,6.432
53.487,24.628,96.355,0.009287,0.03,6.44
54.473,24.62,96.337,0.0092873,0.03,6.448
55.419,24.634,96.367,0.0092897,0.03,6.456
56.374,24.62,96.335,0.0092915,0.03,6.464
57.356,24.637,96.375,0.0092892,0.03,6.472
58.327,24.629,96.358,0.0092893,0.03,6.48
59.289,24.632,96.364,0.0092892,0.03,6.488
60.263,24.638,96.379,0.0092878,0.03,6.496
61.212,24.626,96.35,0.0092875,0.03,6.504
62.152,24.622,96.341,0.0092889,0.03,6.512
63.102,24.632,96.365,0.0092872,0.03,6.52
64.073,24.637,96.375,0.009288,0.03,6.528
65.033,24.624,96.345,0.0092881,0.03,6.536
66.018,24.638,96.378,0.0092896,0.03,6.544
66.962,24.635,96.371,0.0092862,0.03,6.552
67.919,24.638,96.379,0.0092893,0.03,6.56
68.901,24.638,96.377,0.0092883,0.03,6.568
69.855,24.636,96.374,0.009284,0.03,6.576
70.787,24.633,96.367,0.0092856,0.03,6.584
71.735,24.625,96.347,0.0092835,0.03,6.592
72.69,24.633,96.367,0.0092848,0.03,6.6
73.664,24.639,96.379,0.0092819,0.03,6.608
74.624,24.637,96.375,0.009283,0.03,6.616
75.575,24.636,96.374,0.0092857,0.03,6.624
76.545,24.641,96.385,0.0092854,0.03,6.632
77.502,24.644,96.393,0.0092819,0.03,6.64
78.454,24.636,96.372,0.009284,0.03,6.648
79.43,24.643,96.389,0.0092859,0.03,6.656
80.377,24.637,96.376,0.0092858,0.03,6.664
81.326,24.643,96.391,0.0092831,0.03,6.672
82.31,24.643,96.389,0.0092835,0.03,6.68
83.249,24.643,96.39,0.0092803,0.03,6.688
84.194,24.646,96.396,0.0092843,0.03,6.696
85.148,24.645,96.395,0.0092837,0.03,6.704
86.107,24.637,96.375,0.0092837,0.03,6.712
87.044,24.639,96.38,0.0092857,0.03,6.72
87.998,24.644,96.393,0.0092888,0.03,6.728
88.945,24.638,96.377,0.0092919,0.03,6.736
89.93,24.647,96.398,0.0092884,0.03,6.744
90.872,24.647,96.398,0.0092848,0.03,6.752
91.817,24.649,96.403,0.0092843,0.03,6.76
92.762,24.642,96.386,0.0092871,0.03,6.768
93.719,24.648,96.401,0.0092849,0.03,6.776
94.704,24.641,96.385,0.0092865,0.03,6.784
95.677,24.645,96.394,0.0092872,0.03,6.792
96.631,24.645,96.393,0.0092852,0.03,6.8
97.604,24.642,96.387,0.0092852,0.03,6.808
98.558,24.651,96.407,0.0092821,0.03,6.816
99.504,24.643,96.39,0.009281,0.03,6.824
100.48,24.647,96.398,0.0092864,0.03,6.832
101.43,24.643,96.39,0.0092813,0.03,6.84
102.38,24.649,96.404,0.0092833,0.03,6.848
103.35,24.651,96.408,0.0092841,0.03,6.856
104.31,24.652,96.411,0.0092831,0.03,6.864
105.29,24.645,96.394,0.0092837,0.03,6.872
106.23,24.651,96.408,0.0092831,0.03,6.88
107.18,24.648,96.4,0.0092828,0.03,6.888
108.17,24.645,96.394,0.009281,0.03,6.896
109.12,24.644,96.392,0.0092796,0.03,6.904
110.06,24.645,96.393,0.0092825,0.03,6.912
111.05,24.652,96.41,0.009281,0.03,6.92
112.03,24.646,96.397,0.0092788,0.03,6.928
112.98,24.648,96.401,0.009275,0.03,6.936
113.96,24.645,96.395,0.0092755,0.03,6.944
114.93,24.651,96.409,0.0092757,0.03,6.952
115.89,24.654,96.415,0.0092754,0.03,6.96
116.87,24.635,96.372,0.009278,0.03,6.968
117.81,24.654,96.414,0.0092742,0.03,6.976
118.77,24.646,96.397,0.0092732,0.03,6.984
119.74,24.653,96.414,0.0092753,0.03,6.992
120.7,24.655,96.418,0.0092772,0.03,7
