Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.579,24.685,96.486,0.00058066,0.03,0
1.588,24.678,96.47,0.000659,0.03,0.08
2.569,24.674,96.462,0.00069986,0.03,0.16
3.549,24.674,96.461,0.00074239,0.03,0.24
4.502,24.677,96.468,0.00079004,0.03,0.32
5.438,24.685,96.488,0.00084313,0.03,0.4
6.387,24.676,96.467,0.00090361,0.03,0.48
7.346,24.675,96.464,0.00097238,0.03,0.56
8.33,24.664,96.439,0.0010513,0.03,0.64
9.304,24.674,96.462,0.0011411,0.03,0.72
10.26,24.68,96.475,0.0012408,0.03,0.8
11.209,24.663,96.437,0.0013469,0.03,0.88
12.182,24.672,96.456,0.0014559,0.03,0.96
13.136,24.677,96.468,0.001566,0.03,1.04
14.095,24.677,96.468,0.0016762,0.03,1.12
15.047,24.664,96.438,0.0017881,0.03,1.2
16.006,24.669,96.451,0.0019001,0.03,1.28
16.964,24.67,96.452,0.0020128,0.03,1.36
17.941,24.669,96.45,0.0021262,0.03,1.44
18.903,24.67,96.451,0.002241,0.03,1.52
19.858,24.677,96.47,0.0023559,0.03,1.6
20.808,24.661,96.43,0.0024717,0.03,1.68
21.77,24.674,96.463,0.0025872,0.03,1.76
22.728,24.66,96.43,0.0027033,0.03,1.84
23.679,24.675,96.464,0.0028194,0.03,1.92
24.639,24.672,96.456,0.0029342,0.03,2
25.601,24.667,96.446,0.0030492,0.03,2.08
26.549,24.662,96.434,0.0031674,0.03,2.16
27.51,24.667,96.446,0.0032837,0.03,2.24
28.466,24.666,96.444,0.0033989,0.03,2.32
29.414,24.675,96.464,0.0035142,0.03,2.4
30.362,24.667,96.446,0.0036304,0.03,2.48
31.323,24.667,96.445,0.0037447,0.03,2.56
32.281,24.667,96.444,0.0038595,0.03,2.64
33.233,24.673,96.46,0.003976,0.03,2.72
34.194,24.672,96.458,0.0040908,0.03,2.8
35.151,24.671,96.455,0.0042087,0.03,2.88
36.127,24.657,96.423,0.004322,0.03,2.96
37.096,24.672,96.458,0.0044371,0.03,3.04
38.049,24.668,96.447,0.0045506,0.03,3.12
39.007,24.656,96.421,0.0046658,0.03,3.2
39.961,24.667,96.445,0.0047824,0.03,3.28
40.915,24.671,96.456,0.0048947,0.03,3.36
41.904,24.668,96.449,0.0050073,0.03,3.44
42.884,24.666,96.444,0.0051206,0.03,3.52
43.836,24.676,96.467,0.0052377,0.03,3.6
44.791,24.672,96.457,0.0053527,0.03,3.68
45.751,24.674,96.462,0.0054681,0.03,3.76
46.71,24.674,96.461,0.0055827,0.03,3.84
47.667,24.667,96.445,0.0056992,0.03,3.92
48.619,24.669,96.45,0.0058134,0.03,4
49.604,24.661,96.432,0.0059272,0.03,4.08
50.562,24.669,96.451,0.0060394,0.03,4.16
51.517,24.671,96.454,0.0061553,0.03,4.24
52.475,24.677,96.469,0.0062689,0.03,4.32
53.43,24.675,96.463,0.0063848,0.03,4.4
54.369,24.676,96.467,0.0064978,0.03,4.48
55.337,24.672,96.458,0.0066126,0.03,4.56
56.323,24.666,96.444,0.0067262,0.03,4.64
57.274,24.68,96.476,0.0068393,0.03,4.72
58.227,24.68,96.475,0.006952,0.03,4.8
59.189,24.677,96.469,0.0070688,0.03,4.88
60.144,24.664,96.438,0.0071793,0.03,4.96
61.127,24.679,96.473,0.0072987,0.03,5.04
62.11,24.677,96.47,0.0074118,0.03,5.12
63.065,24.671,96.454,0.0075267,0.03,5.2
64.023,24.664,96.438,0.0076396,0.03,5.28
64.978,24.674,96.462,0.0077511,0.03,5.36
65.931,24.679,96.473,0.0078687,0.03,5.44
66.889,24.677,96.47,0.0079822,0.03,5.52
67.874,24.676,96.467,0.0080947,0.03,5.6
68.826,24.683,96.482,0.0082077,0.03,5.68
69.78,24.671,96.454,0.0083227,0.03,5.76
70.741,24.666,96.442,0.0084347,0.03,5.84
71.695,24.674,96.462,0.0085501,0.03,5.92
72.64,24.665,96.441,0.0086634,0.03,6
73.599,24.677,96.467,0.0087844,0.03,6.08
74.553,24.677,96.468,0.0088934,0.03,6.16
75.511,24.685,96.486,0.0090121,0.03,6.24
76.462,24.669,96.451,0.0091282,0.03,6.32
77.423,24.668,96.447,0.0092437,0.03,6.4
78.377,24.677,96.468,0.0093118,0.03,6.48
79.364,24.678,96.472,0.0093179,0.03,6.56
80.319,24.68,96.475,0.0093167,0.03,6.64
81.255,24.679,96.473,0.0093171,0.03,6.72
82.244,24.676,96.466,0.0093189,0.03,6.8
83.184,24.671,96.454,0.009318,0.03,6.88
84.142,24.679,96.474,0.0093144,0.03,6.96
