Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.553,24.59,96.265,0.00010596,0.03,0
2.343,24.6,96.29,0.00010609,0.03,0
3.493,24.587,96.26,0.00010587,0.03,0.0001
5.205,24.59,96.266,0.0001063,0.03,0.0001
6.345,24.59,96.266,0.00010621,0.03,0.0002
8.092,24.587,96.26,0.0001063,0.03,0.0002
9.233,24.591,96.27,0.00010625,0.03,0.0003
10.989,24.587,96.259,0.00010645,0.03,0.0003
12.126,24.589,96.263,0.00010616,0.03,0.0004
13.881,24.59,96.266,0.00010632,0.03,0.0004
15.049,24.586,96.257,0.00010632,0.03,0.0005
16.811,24.595,96.279,0.00010656,0.03,0.0005
17.973,24.594,96.277,0.00010631,0.03,0.0006
19.728,24.589,96.265,0.0001065,0.03,0.0006
20.867,24.589,96.264,0.0001062,0.03,0.0007
22.595,24.599,96.286,0.00010665,0.03,0.0007
23.748,24.594,96.276,0.00010626,0.03,0.0008
25.504,24.587,96.26,0.00010678,0.03,0.0008
26.645,24.586,96.256,0.0001064,0.03,0.0009
28.375,24.598,96.285,0.00010659,0.03,0.0009
29.531,24.594,96.275,0.00010622,0.03,0.001
31.264,24.587,96.26,0.00010658,0.03,0.001
32.421,24.586,96.258,0.00010617,0.03,0.0011
34.159,24.597,96.284,0.00010651,0.03,0.0011
35.304,24.587,96.259,0.00010624,0.03,0.0012
37.063,24.589,96.264,0.00010651,0.03,0.0012
38.207,24.588,96.261,0.00010617,0.03,0.0013
39.939,24.597,96.282,0.00010696,0.03,0.0013
41.091,24.586,96.258,0.00010604,0.03,0.0014
42.839,24.596,96.279,0.00010702,0.03,0.0014
43.984,24.588,96.261,0.00010597,0.03,0.0015
45.71,24.583,96.251,0.00010694,0.03,0.0015
46.873,24.59,96.267,0.00010637,0.03,0.0016
48.627,24.587,96.258,0.00010683,0.03,0.0016
49.768,24.584,96.253,0.00010616,0.03,0.0017
51.495,24.594,96.275,0.00010679,0.03,0.0017
52.652,24.592,96.272,0.00010608,0.03,0.0018
54.408,24.583,96.25,0.0001069,0.03,0.0018
55.552,24.591,96.269,0.00010633,0.03,0.0019
57.266,24.586,96.256,0.00010694,0.03,0.0019
58.405,24.586,96.257,0.00010602,0.03,0.002
60.125,24.585,96.254,0.00010696,0.03,0.002
61.264,24.587,96.259,0.0001062,0.03,0.0021
63.002,24.585,96.256,0.00010711,0.03,0.0021
64.145,24.586,96.258,0.00010597,0.03,0.0022
65.911,24.587,96.26,0.00010728,0.03,0.0022
67.084,24.588,96.262,0.00010633,0.03,0.0023
68.824,24.586,96.256,0.0001075,0.03,0.0023
69.97,24.581,96.245,0.00010626,0.03,0.0024
71.705,24.586,96.257,0.00010717,0.03,0.0024
72.846,24.586,96.256,0.00010582,0.03,0.0025
74.552,24.581,96.246,0.00010704,0.03,0.0025
75.717,24.589,96.264,0.00010576,0.03,0.0026
77.466,24.59,96.265,0.00010721,0.03,0.0026
78.635,24.582,96.248,0.00010625,0.03,0.0027
80.378,24.581,96.246,0.00010733,0.03,0.0027
81.521,24.583,96.249,0.00010616,0.03,0.0028
83.278,24.584,96.253,0.00010738,0.03,0.0028
84.447,24.591,96.268,0.00010617,0.03,0.0029
86.181,24.585,96.255,0.00010745,0.03,0.0029
87.331,24.59,96.267,0.00010591,0.03,0.003
89.096,24.591,96.268,0.0001071,0.03,0.003
90.253,24.588,96.263,0.00010587,0.03,0.0031
91.988,24.583,96.25,0.00010754,0.03,0.0031
93.143,24.592,96.271,0.00010608,0.03,0.0032
94.862,24.592,96.271,0.00010723,0.03,0.0032
96.005,24.588,96.261,0.00010601,0.03,0.0033
97.73,24.584,96.252,0.00010792,0.03,0.0033
98.891,24.582,96.249,0.00010626,0.03,0.0034
100.63,24.582,96.247,0.00010773,0.03,0.0034
101.79,24.595,96.277,0.00010594,0.03,0.0035
103.5,24.59,96.266,0.00010754,0.03,0.0035
104.65,24.584,96.253,0.00010602,0.03,0.0036
106.38,24.584,96.251,0.00010747,0.03,0.0036
107.54,24.589,96.265,0.00010595,0.03,0.0037
109.3,24.582,96.249,0.00010724,0.03,0.0037
110.45,24.583,96.25,0.00010581,0.03,0.0038
112.16,24.583,96.249,0.0001076,0.03,0.0038
113.3,24.587,96.26,0.00010601,0.03,0.0039
115.07,24.592,96.271,0.00010802,0.03,0.0039
116.24,24.588,96.261,0.00010607,0.03,0.004
117.96,24.588,96.263,0.00010787,0.03,0.004
119.12,24.587,96.26,0.00010602,0.03,0.0041
120.86,24.584,96.253,0.00010791,0.03,0.0041
122.01,24.584,96.251,0.00010589,0.03,0.0042
123.77,24.587,96.259,0.000108,0.03,0.0042
124.91,24.588,96.262,0.00010559,0.03,0.0043
126.66,24.58,96.244,0.00010786,0.03,0.0043
127.79,24.589,96.264,0.00010589,0.03,0.0044
129.52,24.579,96.241,0.00010757,0.03,0.0044
130.69,24.588,96.263,0.00010592,0.03,0.0045
132.43,24.578,96.238,0.00010766,0.03,0.0045
133.58,24.582,96.248,0.000106,0.03,0.0046
135.29,24.587,96.259,0.00010775,0.03,0.0046
136.44,24.593,96.272,0.00010564,0.03,0.0047
138.17,24.58,96.244,0.00010789,0.03,0.0047
139.33,24.588,96.261,0.00010601,0.03,0.0048
141.05,24.58,96.242,0.00010794,0.03,0.0048
142.22,24.589,96.264,0.00010595,0.03,0.0049
