Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.56,25.071,97.39,0.00010365,0.03,0
1.578,25.073,97.394,0.00011177,0.03,0
2.473,25.068,97.384,0.00011216,0.03,0.0005
3.447,25.066,97.378,0.00011244,0.03,0.0005
4.343,25.071,97.39,0.00011169,0.03,0.001
5.318,25.075,97.399,0.00011211,0.03,0.001
6.233,25.067,97.382,0.00011155,0.03,0.0015
7.226,25.07,97.387,0.00011196,0.03,0.0015
8.142,25.079,97.41,0.00011159,0.03,0.002
9.128,25.071,97.39,0.00011234,0.03,0.002
10.051,25.071,97.391,0.00011087,0.03,0.0025
11.03,25.073,97.395,0.00011223,0.03,0.0025
11.923,25.08,97.412,0.00011083,0.03,0.003
12.9,25.08,97.412,0.00011236,0.03,0.003
13.799,25.078,97.408,0.00011074,0.03,0.0035
14.773,25.075,97.401,0.00011251,0.03,0.0035
15.67,25.078,97.407,0.00011073,0.03,0.004
16.631,25.077,97.406,0.0001123,0.03,0.004
17.52,25.08,97.411,0.00011076,0.03,0.0045
18.497,25.08,97.411,0.00011292,0.03,0.0045
19.398,25.079,97.409,0.00011052,0.03,0.005
20.362,25.084,97.422,0.00011286,0.03,0.005
21.274,25.083,97.419,0.00011055,0.03,0.0055
22.265,25.09,97.435,0.00011299,0.03,0.0055
23.174,25.085,97.424,0.00011006,0.03,0.006
24.174,25.086,97.426,0.00011264,0.03,0.006
25.065,25.092,97.439,0.00010993,0.03,0.0065
26.034,25.088,97.432,0.00011261,0.03,0.0065
26.929,25.096,97.449,0.00010977,0.03,0.007
27.897,25.091,97.439,0.00011278,0.03,0.007
28.81,25.098,97.455,0.00010949,0.03,0.0075
29.802,25.09,97.435,0.0001129,0.03,0.0075
30.696,25.094,97.445,0.00010935,0.03,0.008
31.674,25.1,97.458,0.00011306,0.03,0.008
32.574,25.106,97.473,0.00010893,0.03,0.0085
33.532,25.108,97.477,0.00011291,0.03,0.0085
34.444,25.097,97.451,0.00010904,0.03,0.009
35.432,25.109,97.481,0.0001131,0.03,0.009
36.324,25.099,97.457,0.00010876,0.03,0.0095
37.299,25.105,97.472,0.00011302,0.03,0.0095
38.201,25.104,97.469,0.00010842,0.03,0.01
39.169,25.111,97.487,0.00011326,0.03,0.01
40.078,25.108,97.479,0.00010853,0.03,0.0105
41.064,25.108,97.478,0.00011313,0.03,0.0105
41.978,25.118,97.502,0.00010839,0.03,0.011
42.969,25.113,97.49,0.00011335,0.03,0.011
43.851,25.118,97.502,0.00010814,0.03,0.0115
44.826,25.115,97.495,0.00011349,0.03,0.0115
45.731,25.117,97.5,0.00010775,0.03,0.012
46.729,25.117,97.501,0.0001133,0.03,0.012
47.652,25.119,97.504,0.00010755,0.03,0.0125
48.629,25.121,97.509,0.00011351,0.03,0.0125
49.514,25.125,97.519,0.00010734,0.03,0.013
50.479,25.13,97.531,0.00011359,0.03,0.013
51.394,25.127,97.525,0.00010737,0.03,0.0135
52.382,25.136,97.545,0.00011302,0.03,0.0135
53.271,25.129,97.527,0.00010706,0.03,0.014
54.25,25.131,97.533,0.00011329,0.03,0.014
55.154,25.13,97.532,0.00010692,0.03,0.0145
56.135,25.132,97.536,0.00011348,0.03,0.0145
57.03,25.134,97.541,0.00010663,0.03,0.015
58.006,25.145,97.567,0.00011342,0.03,0.015
58.906,25.15,97.579,0.00010637,0.03,0.0155
59.89,25.139,97.553,0.00011323,0.03,0.0155
60.784,25.149,97.575,0.00010635,0.03,0.016
61.751,25.143,97.562,0.00011321,0.03,0.016
62.661,25.149,97.577,0.00010593,0.03,0.0165
63.645,25.153,97.585,0.00011335,0.03,0.0165
64.53,25.158,97.597,0.00010602,0.03,0.017
65.511,25.153,97.585,0.00011363,0.03,0.017
66.408,25.16,97.601,0.00010594,0.03,0.0175
67.397,25.152,97.584,0.00011362,0.03,0.0175
68.294,25.154,97.589,0.00010537,0.03,0.018
69.259,25.157,97.594,0.00011378,0.03,0.018
70.168,25.164,97.612,0.00010527,0.03,0.0185
71.157,25.16,97.603,0.00011361,0.03,0.0185
