Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.323,24.57,96.221,0.00010162,0.03,0
1.56,24.57,96.219,0.00010928,0.03,0.0005
2.527,24.573,96.226,0.00010889,0.03,0.001
3.493,24.575,96.232,0.00010893,0.03,0.0015
4.45,24.577,96.236,0.00010892,0.03,0.002
5.436,24.578,96.238,0.00010833,0.03,0.0025
6.41,24.571,96.222,0.00010804,0.03,0.003
7.361,24.573,96.227,0.00010811,0.03,0.0035
8.315,24.576,96.233,0.00010789,0.03,0.004
9.303,24.571,96.221,0.00010769,0.03,0.0045
10.259,24.576,96.234,0.00010751,0.03,0.005
11.201,24.579,96.24,0.00010757,0.03,0.0055
12.163,24.577,96.236,0.00010715,0.03,0.006
13.144,24.576,96.233,0.00010678,0.03,0.0065
14.129,24.571,96.223,0.0001065,0.03,0.007
15.078,24.576,96.235,0.00010598,0.03,0.0075
16.039,24.575,96.233,0.00010592,0.03,0.008
17.023,24.576,96.233,0.00010582,0.03,0.0085
18.007,24.575,96.232,0.00010582,0.03,0.009
18.96,24.574,96.228,0.00010566,0.03,0.0095
19.903,24.577,96.237,0.0001055,0.03,0.01
20.902,24.575,96.231,0.00010558,0.03,0.0105
21.882,24.573,96.226,0.00010479,0.03,0.011
22.815,24.571,96.222,0.00010457,0.03,0.0115
23.798,24.572,96.224,0.00010453,0.03,0.012
24.746,24.579,96.24,0.00010408,0.03,0.0125
25.695,24.571,96.223,0.00010397,0.03,0.013
26.68,24.572,96.224,0.00010372,0.03,0.0135
27.663,24.572,96.224,0.00010359,0.03,0.014
28.596,24.573,96.227,0.00010333,0.03,0.0145
29.549,24.58,96.244,0.00010327,0.03,0.015
30.487,24.582,96.249,0.00010308,0.03,0.0155
31.443,24.574,96.229,0.00010262,0.03,0.016
32.379,24.576,96.233,0.00010258,0.03,0.0165
33.36,24.576,96.233,0.00010231,0.03,0.017
34.302,24.574,96.229,0.00010204,0.03,0.0175
35.287,24.583,96.249,0.00010148,0.03,0.018
36.242,24.575,96.232,0.00010158,0.03,0.0185
37.177,24.578,96.239,0.0001013,0.03,0.019
38.161,24.579,96.24,0.00010113,0.03,0.0195
39.095,24.58,96.243,0.00010096,0.03,0.02
40.09,24.586,96.258,0.00010071,0.03,0.0205
41.063,24.579,96.24,0.00010025,0.03,0.021
42.006,24.585,96.254,0.00010013,0.03,0.0215
42.989,24.59,96.266,0.00010014,0.03,0.022
43.942,24.583,96.25,9.9965e-05,0.03,0.0225
44.925,24.581,96.245,9.9653e-05,0.03,0.023
45.906,24.583,96.25,9.9111e-05,0.03,0.0235
46.855,24.594,96.276,9.9163e-05,0.03,0.024
47.823,24.586,96.257,9.9079e-05,0.03,0.0245
48.776,24.594,96.275,9.861e-05,0.03,0.025
49.723,24.588,96.261,9.8475e-05,0.03,0.0255
50.698,24.593,96.274,9.81e-05,0.03,0.026
51.656,24.599,96.286,9.7756e-05,0.03,0.0265
52.594,24.594,96.277,9.7808e-05,0.03,0.027
53.549,24.591,96.268,9.7631e-05,0.03,0.0275
54.492,24.596,96.28,9.7099e-05,0.03,0.028
55.474,24.597,96.283,9.7193e-05,0.03,0.0285
56.415,24.598,96.286,9.6849e-05,0.03,0.029
57.399,24.599,96.288,9.6797e-05,0.03,0.0295
58.379,24.601,96.291,9.6276e-05,0.03,0.03
59.328,24.595,96.277,9.5973e-05,0.03,0.0305
60.283,24.597,96.282,9.6057e-05,0.03,0.031
61.255,24.602,96.294,9.5682e-05,0.03,0.0315
62.203,24.599,96.287,9.5369e-05,0.03,0.032
63.156,24.605,96.301,9.515e-05,0.03,0.0325
64.138,24.606,96.304,9.4983e-05,0.03,0.033
65.082,24.602,96.294,9.4629e-05,0.03,0.0335
66.068,24.601,96.292,9.4358e-05,0.03,0.034
67.019,24.609,96.31,9.4118e-05,0.03,0.0345
67.955,24.609,96.311,9.4097e-05,0.03,0.035
68.912,24.6,96.29,9.3753e-05,0.03,0.0355
69.863,24.608,96.308,9.3534e-05,0.03,0.036
70.846,24.604,96.3,9.3462e-05,0.03,0.0365
71.827,24.605,96.302,9.3201e-05,0.03,0.037
72.778,24.613,96.32,9.2638e-05,0.03,0.0375
73.748,24.607,96.307,9.22e-05,0.03,0.038
74.694,24.611,96.315,9.2315e-05,0.03,0.0385
75.648,24.61,96.312,9.2096e-05,0.03,0.039
76.627,24.611,96.315,9.1773e-05,0.03,0.0395
77.58,24.62,96.335,9.1638e-05,0.03,0.04
78.564,24.612,96.318,9.1471e-05,0.03,0.0405
79.535,24.619,96.333,9.1356e-05,0.03,0.041
