Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.564,24.508,96.076,5.1145e-05,0.4,4
1.581,24.509,96.078,5.1187e-05,0.4,4.05
2.54,24.51,96.081,5.1301e-05,0.4,4.1
3.495,24.503,96.065,5.1635e-05,0.4,4.15
4.443,24.509,96.079,5.1249e-05,0.4,4.2
5.427,24.507,96.073,5.1259e-05,0.4,4.25
6.385,24.511,96.084,5.1687e-05,0.4,4.3
7.333,24.512,96.085,5.1854e-05,0.4,4.35
8.287,24.511,96.082,5.226e-05,0.4,4.4
9.244,24.492,96.038,5.2177e-05,0.4,4.45
10.199,24.503,96.063,5.2354e-05,0.4,4.5
11.16,24.503,96.063,5.2062e-05,0.4,4.55
12.11,24.512,96.085,5.2448e-05,0.4,4.6
13.099,24.505,96.069,5.2104e-05,0.4,4.65
14.055,24.507,96.074,5.2458e-05,0.4,4.7
14.999,24.512,96.085,5.2677e-05,0.4,4.75
15.956,24.508,96.075,5.2635e-05,0.4,4.8
16.909,24.499,96.055,5.2854e-05,0.4,4.85
17.862,24.504,96.067,5.3063e-05,0.4,4.9
18.816,24.511,96.082,5.3104e-05,0.4,4.95
19.772,24.51,96.08,5.3219e-05,0.4,5
20.727,24.502,96.062,5.3636e-05,0.4,5.05
21.688,24.505,96.07,5.373e-05,0.4,5.1
22.63,24.505,96.069,5.3907e-05,0.4,5.15
23.588,24.504,96.066,5.3584e-05,0.4,5.2
24.545,24.512,96.085,5.3584e-05,0.4,5.25
25.504,24.513,96.088,5.4063e-05,0.4,5.3
26.456,24.494,96.044,5.4376e-05,0.4,5.35
27.433,24.505,96.067,5.4293e-05,0.4,5.4
28.393,24.507,96.072,5.4543e-05,0.4,5.45
29.356,24.504,96.066,5.4365e-05,0.4,5.5
30.309,24.513,96.088,5.4845e-05,0.4,5.55
31.259,24.498,96.051,5.4835e-05,0.4,5.6
32.217,24.505,96.07,5.4709e-05,0.4,5.65
33.166,24.515,96.092,5.497e-05,0.4,5.7
34.132,24.514,96.091,5.5022e-05,0.4,5.75
35.078,24.506,96.07,5.5199e-05,0.4,5.8
36.039,24.505,96.069,5.5554e-05,0.4,5.85
36.992,24.512,96.085,5.5783e-05,0.4,5.9
37.944,24.508,96.076,5.6148e-05,0.4,5.95
38.938,24.515,96.092,5.6304e-05,0.4,6
39.877,24.511,96.084,5.6544e-05,0.4,6.05
40.836,24.515,96.091,5.6711e-05,0.4,6.1
41.794,24.513,96.088,5.6148e-05,0.4,6.15
42.74,24.512,96.085,5.6731e-05,0.4,6.2
43.711,24.503,96.065,5.6971e-05,0.4,6.25
44.648,24.508,96.076,5.7086e-05,0.4,6.3
45.581,24.514,96.09,5.7065e-05,0.4,6.35
46.556,24.499,96.054,5.7107e-05,0.4,6.4
47.548,24.51,96.081,5.7159e-05,0.4,6.45
48.512,24.511,96.082,5.719e-05,0.4,6.5
49.496,24.507,96.074,5.7002e-05,0.4,6.55
50.466,24.515,96.092,5.7075e-05,0.4,6.6
51.424,24.519,96.102,5.7034e-05,0.4,6.65
52.402,24.51,96.08,5.7075e-05,0.4,6.7
53.346,24.517,96.097,5.6888e-05,0.4,6.75
54.329,24.514,96.09,5.6721e-05,0.4,6.8
55.284,24.501,96.06,5.6669e-05,0.4,6.85
56.225,24.507,96.073,5.6961e-05,0.4,6.9
57.17,24.517,96.097,5.6877e-05,0.4,6.95
58.128,24.516,96.095,5.669e-05,0.4,7
