Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.569,24.493,96.041,4.9237e-05,0.2,0
1.583,24.495,96.044,4.9342e-05,0.2,0.05
2.565,24.493,96.04,4.9613e-05,0.2,0.1
3.544,24.497,96.049,4.9717e-05,0.2,0.15
4.494,24.488,96.028,4.9394e-05,0.2,0.2
5.451,24.493,96.041,4.9686e-05,0.2,0.25
6.433,24.493,96.041,4.9144e-05,0.2,0.3
7.38,24.487,96.026,4.9623e-05,0.2,0.35
8.36,24.487,96.027,4.9581e-05,0.2,0.4
9.31,24.495,96.045,4.9446e-05,0.2,0.45
10.254,24.493,96.041,4.9425e-05,0.2,0.5
11.238,24.496,96.049,4.9456e-05,0.2,0.55
12.187,24.486,96.025,4.9321e-05,0.2,0.6
13.181,24.49,96.034,4.9873e-05,0.2,0.65
14.158,24.494,96.043,4.9488e-05,0.2,0.7
15.096,24.494,96.043,4.9456e-05,0.2,0.75
16.04,24.495,96.045,4.9779e-05,0.2,0.8
16.988,24.486,96.025,4.9561e-05,0.2,0.85
17.94,24.492,96.039,4.9477e-05,0.2,0.9
18.887,24.486,96.025,4.955e-05,0.2,0.95
19.865,24.486,96.025,4.9404e-05,0.2,1
20.828,24.487,96.027,4.954e-05,0.2,1.05
21.792,24.485,96.022,4.9727e-05,0.2,1.1
22.741,24.494,96.044,4.9373e-05,0.2,1.15
23.705,24.496,96.047,4.9383e-05,0.2,1.2
24.681,24.494,96.042,4.9363e-05,0.2,1.25
25.642,24.494,96.042,4.9654e-05,0.2,1.3
26.596,24.479,96.007,4.9456e-05,0.2,1.35
27.546,24.495,96.046,4.9592e-05,0.2,1.4
28.485,24.493,96.042,4.954e-05,0.2,1.45
29.46,24.486,96.025,4.93e-05,0.2,1.5
30.423,24.497,96.05,4.929e-05,0.2,1.55
31.373,24.487,96.027,4.9571e-05,0.2,1.6
32.332,24.494,96.043,4.9467e-05,0.2,1.65
33.317,24.488,96.03,4.9613e-05,0.2,1.7
34.274,24.49,96.034,4.9561e-05,0.2,1.75
35.224,24.485,96.022,4.9592e-05,0.2,1.8
36.183,24.479,96.008,4.9508e-05,0.2,1.85
37.145,24.484,96.02,4.9644e-05,0.2,1.9
38.126,24.491,96.036,4.9654e-05,0.2,1.95
39.086,24.486,96.025,4.9435e-05,0.2,2
40.049,24.496,96.047,4.9706e-05,0.2,2.05
40.988,24.491,96.036,4.98e-05,0.2,2.1
41.951,24.496,96.048,4.9654e-05,0.2,2.15
42.898,24.498,96.052,4.9634e-05,0.2,2.2
43.864,24.489,96.031,5.0113e-05,0.2,2.25
44.812,24.498,96.052,4.9717e-05,0.2,2.3
45.766,24.49,96.033,4.9435e-05,0.2,2.35
46.719,24.497,96.049,4.9331e-05,0.2,2.4
47.687,24.488,96.029,4.9561e-05,0.2,2.45
48.635,24.496,96.049,4.9821e-05,0.2,2.5
49.583,24.489,96.031,4.9206e-05,0.2,2.55
50.539,24.495,96.045,4.9665e-05,0.2,2.6
51.502,24.498,96.053,4.9665e-05,0.2,2.65
52.457,24.498,96.052,4.9686e-05,0.2,2.7
53.417,24.496,96.049,4.9863e-05,0.2,2.75
54.391,24.482,96.015,4.9519e-05,0.2,2.8
55.357,24.498,96.051,4.9811e-05,0.2,2.85
56.315,24.488,96.029,4.9634e-05,0.2,2.9
57.276,24.493,96.04,4.9821e-05,0.2,2.95
58.215,24.483,96.017,4.9477e-05,0.2,3
