Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.051,25.414,98.205,5.3563e-05,0.4,0
1.341,25.448,98.284,5.3417e-05,0.4,0.08
2.071,25.442,98.272,5.349e-05,0.4,0.16
2.821,25.448,98.286,5.348e-05,0.4,0.24
3.547,25.441,98.27,5.3667e-05,0.4,0.32
4.288,25.439,98.265,5.3511e-05,0.4,0.4
5,25.446,98.279,5.3344e-05,0.4,0.48
5.719,25.448,98.284,5.3625e-05,0.4,0.56
6.433,25.444,98.276,5.3229e-05,0.4,0.64
7.134,25.441,98.268,5.3365e-05,0.4,0.72
7.833,25.437,98.259,5.3031e-05,0.4,0.8
8.522,25.438,98.262,5.348e-05,0.4,0.88
9.259,25.444,98.276,5.3563e-05,0.4,0.96
10.014,25.435,98.256,5.3375e-05,0.4,1.04
10.73,25.441,98.269,5.3417e-05,0.4,1.12
11.415,25.439,98.264,5.3594e-05,0.4,1.2
12.145,25.441,98.268,5.349e-05,0.4,1.28
12.835,25.434,98.251,5.3511e-05,0.4,1.36
13.561,25.43,98.244,5.3584e-05,0.4,1.44
14.252,25.437,98.259,5.3459e-05,0.4,1.52
14.962,25.433,98.25,5.3605e-05,0.4,1.6
15.657,25.438,98.262,5.3261e-05,0.4,1.68
16.358,25.44,98.267,5.3646e-05,0.4,1.76
17.077,25.431,98.245,5.3688e-05,0.4,1.84
17.786,25.426,98.235,5.3688e-05,0.4,1.92
18.476,25.438,98.263,5.4094e-05,0.4,2
19.214,25.429,98.24,5.4063e-05,0.4,2.08
19.892,25.43,98.242,5.3771e-05,0.4,2.16
20.589,25.429,98.241,5.3844e-05,0.4,2.24
21.315,25.427,98.235,5.4449e-05,0.4,2.32
22.009,25.441,98.267,5.4355e-05,0.4,2.4
22.732,25.435,98.254,5.4897e-05,0.4,2.48
23.457,25.429,98.241,5.5064e-05,0.4,2.56
24.167,25.429,98.24,5.5366e-05,0.4,2.64
24.862,25.434,98.252,5.5158e-05,0.4,2.72
25.586,25.435,98.255,5.5981e-05,0.4,2.8
26.283,25.424,98.229,5.6106e-05,0.4,2.88
26.992,25.433,98.249,5.6273e-05,0.4,2.96
27.687,25.424,98.23,5.6586e-05,0.4,3.04
28.372,25.43,98.244,5.7138e-05,0.4,3.12
29.114,25.426,98.233,5.7586e-05,0.4,3.2
29.793,25.425,98.232,5.7961e-05,0.4,3.28
30.52,25.421,98.221,5.8066e-05,0.4,3.36
31.204,25.433,98.25,5.8753e-05,0.4,3.44
31.936,25.429,98.241,5.917e-05,0.4,3.52
32.627,25.424,98.229,5.9577e-05,0.4,3.6
33.345,25.423,98.227,6.0254e-05,0.4,3.68
34.037,25.425,98.231,6.0546e-05,0.4,3.76
34.754,25.421,98.223,6.1265e-05,0.4,3.84
35.452,25.426,98.235,6.1547e-05,0.4,3.92
36.175,25.425,98.232,6.2245e-05,0.4,4
36.854,25.416,98.21,6.2485e-05,0.4,4.08
37.584,25.424,98.229,6.3412e-05,0.4,4.16
38.278,25.42,98.22,6.3746e-05,0.4,4.24
39,25.423,98.227,6.4215e-05,0.4,4.32
39.685,25.425,98.232,6.4778e-05,0.4,4.4
40.4,25.425,98.232,6.5372e-05,0.4,4.48
41.102,25.421,98.222,6.5685e-05,0.4,4.56
41.813,25.42,98.221,6.6612e-05,0.4,4.64
42.504,25.421,98.223,6.7113e-05,0.4,4.72
43.197,25.418,98.215,6.754e-05,0.4,4.8
43.915,25.414,98.207,6.803e-05,0.4,4.88
44.61,25.427,98.237,6.8791e-05,0.4,4.96
45.332,25.418,98.214,6.9208e-05,0.4,5.04
46.05,25.416,98.211,6.9791e-05,0.4,5.12
46.778,25.415,98.207,7.0636e-05,0.4,5.2
47.464,25.422,98.225,7.1323e-05,0.4,5.28
48.182,25.422,98.224,7.1792e-05,0.4,5.36
48.885,25.417,98.213,7.2543e-05,0.4,5.44
49.6,25.412,98.201,7.296e-05,0.4,5.52
50.295,25.419,98.218,7.371e-05,0.4,5.6
51.012,25.416,98.211,7.4502e-05,0.4,5.68
51.709,25.42,98.219,7.4825e-05,0.4,5.76
52.432,25.426,98.234,7.5732e-05,0.4,5.84
53.123,25.411,98.198,7.6076e-05,0.4,5.92
53.844,25.41,98.197,7.7129e-05,0.4,6
54.533,25.419,98.217,7.7462e-05,0.4,6.08
55.26,25.414,98.205,7.839e-05,0.4,6.16
55.952,25.419,98.218,7.8578e-05,0.4,6.24
56.665,25.416,98.212,7.9391e-05,0.4,6.32
57.352,25.414,98.206,8.0058e-05,0.4,6.4
