Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.057,27.528,103.17,5.078e-05,0.4,0
1.34,27.557,103.24,5.0572e-05,0.4,0.08
2.07,27.551,103.22,5.0728e-05,0.4,0.16
2.802,27.558,103.24,5.0217e-05,0.4,0.24
3.534,27.566,103.26,5.103e-05,0.4,0.32
4.247,27.572,103.27,5.1134e-05,0.4,0.4
4.941,27.575,103.28,5.0217e-05,0.4,0.48
5.667,27.573,103.27,5.1176e-05,0.4,0.56
6.383,27.581,103.29,5.0811e-05,0.4,0.64
7.16,27.575,103.28,5.176e-05,0.4,0.72
7.868,27.576,103.28,5.2614e-05,0.4,0.8
8.615,27.589,103.31,5.4501e-05,0.4,0.88
9.352,27.586,103.3,5.6179e-05,0.4,0.96
10.092,27.585,103.3,5.8118e-05,0.4,1.04
10.8,27.599,103.33,6.0598e-05,0.4,1.12
11.519,27.601,103.34,6.3267e-05,0.4,1.2
12.259,27.603,103.34,6.6216e-05,0.4,1.28
12.965,27.612,103.36,6.9916e-05,0.4,1.36
13.69,27.602,103.34,7.2824e-05,0.4,1.44
14.411,27.606,103.35,7.6545e-05,0.4,1.52
15.154,27.611,103.36,7.9453e-05,0.4,1.6
15.866,27.618,103.38,8.3174e-05,0.4,1.68
16.548,27.623,103.39,8.6906e-05,0.4,1.76
17.281,27.616,103.37,9.0533e-05,0.4,1.84
17.994,27.626,103.4,9.3972e-05,0.4,1.92
18.719,27.625,103.39,9.738e-05,0.4,2
19.41,27.634,103.41,0.00010081,0.4,2.08
20.147,27.629,103.4,0.00010456,0.4,2.16
20.859,27.633,103.41,0.00010829,0.4,2.24
21.579,27.645,103.44,0.00011131,0.4,2.32
22.32,27.643,103.44,0.000115,0.4,2.4
23.034,27.649,103.45,0.00011876,0.4,2.48
23.755,27.65,103.45,0.00012239,0.4,2.56
24.445,27.648,103.45,0.00012587,0.4,2.64
25.178,27.658,103.47,0.00012904,0.4,2.72
25.889,27.653,103.46,0.00013266,0.4,2.8
26.613,27.658,103.47,0.00013588,0.4,2.88
27.34,27.661,103.48,0.00013943,0.4,2.96
28.078,27.661,103.48,0.0001423,0.4,3.04
28.791,27.673,103.51,0.00014563,0.4,3.12
29.555,27.668,103.49,0.00014851,0.4,3.2
30.265,27.67,103.5,0.00015174,0.4,3.28
30.953,27.686,103.54,0.00015464,0.4,3.36
31.643,27.679,103.52,0.00015801,0.4,3.44
32.346,27.676,103.51,0.0001606,0.4,3.52
33.062,27.683,103.53,0.00016375,0.4,3.6
33.797,27.69,103.55,0.00016707,0.4,3.68
34.51,27.683,103.53,0.00016996,0.4,3.76
35.238,27.697,103.56,0.00017322,0.4,3.84
35.955,27.698,103.56,0.00017585,0.4,3.92
36.693,27.695,103.56,0.00017901,0.4,4
37.398,27.706,103.58,0.00018193,0.4,4.08
38.132,27.703,103.58,0.0001848,0.4,4.16
38.849,27.709,103.59,0.00018778,0.4,4.24
39.568,27.718,103.61,0.0001906,0.4,4.32
40.29,27.714,103.6,0.00019338,0.4,4.4
41.029,27.721,103.62,0.00019641,0.4,4.48
41.738,27.718,103.61,0.0001991,0.4,4.56
42.429,27.727,103.63,0.00020153,0.4,4.64
43.163,27.719,103.61,0.00020427,0.4,4.72
43.876,27.733,103.65,0.00020772,0.4,4.8
44.599,27.728,103.63,0.00020991,0.4,4.88
45.329,27.728,103.63,0.00021302,0.4,4.96
46.046,27.735,103.65,0.00021596,0.4,5.04
46.77,27.733,103.64,0.00021821,0.4,5.12
47.504,27.739,103.66,0.00022097,0.4,5.2
48.211,27.741,103.66,0.00022372,0.4,5.28
48.902,27.75,103.68,0.00022651,0.4,5.36
49.625,27.758,103.7,0.00022872,0.4,5.44
50.311,27.75,103.68,0.00023112,0.4,5.52
51.038,27.751,103.69,0.0002342,0.4,5.6
51.745,27.76,103.71,0.00023713,0.4,5.68
52.456,27.76,103.71,0.00023778,0.4,5.76
53.141,27.757,103.7,0.00023746,0.4,5.84
53.86,27.762,103.71,0.00023784,0.4,5.92
54.549,27.771,103.73,0.00023805,0.4,6
55.264,27.763,103.72,0.00023852,0.4,6.08
55.996,27.78,103.75,0.00023847,0.4,6.16
56.708,27.775,103.74,0.00023878,0.4,6.24
57.419,27.778,103.75,0.00023865,0.4,6.32
58.106,27.78,103.75,0.00023879,0.4,6.4
