Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.063,26.873,101.62,5.3115e-05,0.4,0
1.338,26.893,101.67,5.2792e-05,0.4,0.08
2.032,26.899,101.68,5.2364e-05,0.4,0.16
2.729,26.897,101.68,5.2604e-05,0.4,0.24
3.436,26.906,101.7,5.2667e-05,0.4,0.32
4.137,26.913,101.71,5.2521e-05,0.4,0.4
4.878,26.918,101.73,5.2719e-05,0.4,0.48
5.611,26.913,101.71,5.2667e-05,0.4,0.56
6.308,26.915,101.72,5.2614e-05,0.4,0.64
7.089,26.927,101.75,5.2917e-05,0.4,0.72
7.792,26.923,101.74,5.2802e-05,0.4,0.8
8.494,26.922,101.74,5.3198e-05,0.4,0.88
9.236,26.924,101.74,5.3302e-05,0.4,0.96
9.949,26.935,101.77,5.4074e-05,0.4,1.04
10.666,26.938,101.77,5.4324e-05,0.4,1.12
11.383,26.935,101.77,5.5533e-05,0.4,1.2
12.119,26.94,101.78,5.6231e-05,0.4,1.28
12.84,26.943,101.78,5.7148e-05,0.4,1.36
13.598,26.944,101.79,5.8889e-05,0.4,1.44
14.309,26.948,101.8,5.991e-05,0.4,1.52
15.035,26.94,101.78,6.1526e-05,0.4,1.6
15.766,26.946,101.79,6.336e-05,0.4,1.68
16.481,26.956,101.81,6.4955e-05,0.4,1.76
17.206,26.95,101.8,6.6904e-05,0.4,1.84
17.929,26.949,101.8,6.852e-05,0.4,1.92
18.654,26.96,101.82,7.0458e-05,0.4,2
19.379,26.962,101.83,7.247e-05,0.4,2.08
20.095,26.961,101.83,7.4138e-05,0.4,2.16
20.831,26.955,101.81,7.6504e-05,0.4,2.24
21.544,26.948,101.8,7.8453e-05,0.4,2.32
22.268,26.94,101.78,8.0798e-05,0.4,2.4
22.989,26.95,101.8,8.2799e-05,0.4,2.48
23.709,26.948,101.8,8.5009e-05,0.4,2.56
24.434,26.946,101.79,8.676e-05,0.4,2.64
25.154,26.944,101.79,8.9219e-05,0.4,2.72
25.849,26.941,101.78,9.1064e-05,0.4,2.8
26.575,26.938,101.77,9.3274e-05,0.4,2.88
27.31,26.937,101.77,9.54e-05,0.4,2.96
28.059,26.926,101.75,9.7412e-05,0.4,3.04
28.785,26.928,101.75,9.9674e-05,0.4,3.12
29.5,26.926,101.74,0.00010173,0.4,3.2
30.228,26.929,101.75,0.00010355,0.4,3.28
30.947,26.928,101.75,0.00010554,0.4,3.36
31.668,26.927,101.75,0.00010747,0.4,3.44
32.404,26.923,101.74,0.00010976,0.4,3.52
33.145,26.924,101.74,0.00011175,0.4,3.6
33.859,26.926,101.75,0.00011351,0.4,3.68
34.608,26.922,101.74,0.00011568,0.4,3.76
35.309,26.916,101.72,0.00011765,0.4,3.84
36.007,26.92,101.73,0.00012001,0.4,3.92
36.731,26.924,101.74,0.00012189,0.4,4
37.409,26.909,101.71,0.00012354,0.4,4.08
38.159,26.912,101.71,0.00012563,0.4,4.16
38.873,26.917,101.72,0.00012739,0.4,4.24
39.606,26.919,101.73,0.00012922,0.4,4.32
40.331,26.925,101.74,0.00013144,0.4,4.4
41.053,26.915,101.72,0.000133,0.4,4.48
41.759,26.909,101.71,0.00013528,0.4,4.56
42.449,26.92,101.73,0.00013702,0.4,4.64
43.18,26.91,101.71,0.00013904,0.4,4.72
43.901,26.91,101.71,0.00014102,0.4,4.8
44.628,26.921,101.73,0.00014256,0.4,4.88
45.351,26.921,101.73,0.00014473,0.4,4.96
46.082,26.916,101.72,0.00014654,0.4,5.04
46.786,26.924,101.74,0.00014833,0.4,5.12
47.527,26.924,101.74,0.00015011,0.4,5.2
48.243,26.925,101.74,0.00015191,0.4,5.28
48.97,26.93,101.75,0.00015362,0.4,5.36
49.684,26.927,101.75,0.0001558,0.4,5.44
50.373,26.924,101.74,0.00015773,0.4,5.52
51.094,26.923,101.74,0.00015917,0.4,5.6
51.786,26.932,101.76,0.00016108,0.4,5.68
52.512,26.935,101.77,0.00016322,0.4,5.76
53.245,26.934,101.76,0.00016462,0.4,5.84
53.963,26.928,101.75,0.00016662,0.4,5.92
54.677,26.932,101.76,0.00016594,0.4,6
55.407,26.941,101.78,0.00016589,0.4,6.08
56.158,26.936,101.77,0.00016569,0.4,6.16
56.862,26.934,101.76,0.00016562,0.4,6.24
57.596,26.938,101.77,0.00016568,0.4,6.32
58.304,26.936,101.77,0.00016553,0.4,6.4
