Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.061,25.403,98.18,5.5887e-05,0.4,0
1.292,25.414,98.206,5.5825e-05,0.4,0.08
1.994,25.408,98.191,5.5762e-05,0.4,0.16
2.73,25.414,98.206,5.5793e-05,0.4,0.24
3.431,25.413,98.204,5.5918e-05,0.4,0.32
4.131,25.412,98.202,5.5627e-05,0.4,0.4
4.834,25.409,98.193,5.5679e-05,0.4,0.48
5.534,25.415,98.207,5.5783e-05,0.4,0.56
6.233,25.409,98.195,5.5689e-05,0.4,0.64
6.936,25.42,98.22,5.5804e-05,0.4,0.72
7.667,25.413,98.202,5.6012e-05,0.4,0.8
8.37,25.405,98.185,5.5481e-05,0.4,0.88
9.07,25.405,98.184,5.5658e-05,0.4,0.96
9.772,25.411,98.199,5.6002e-05,0.4,1.04
10.464,25.412,98.202,5.572e-05,0.4,1.12
11.187,25.412,98.201,5.5825e-05,0.4,1.2
11.878,25.418,98.216,5.5762e-05,0.4,1.28
12.603,25.412,98.202,5.5991e-05,0.4,1.36
13.292,25.418,98.216,5.5835e-05,0.4,1.44
13.985,25.412,98.202,5.5731e-05,0.4,1.52
14.676,25.416,98.21,5.5804e-05,0.4,1.6
15.364,25.41,98.196,5.5866e-05,0.4,1.68
16.056,25.414,98.207,5.5773e-05,0.4,1.76
16.747,25.404,98.182,5.5835e-05,0.4,1.84
17.471,25.418,98.215,5.6106e-05,0.4,1.92
18.162,25.41,98.196,5.5981e-05,0.4,2
18.885,25.409,98.195,5.6419e-05,0.4,2.08
19.576,25.417,98.213,5.6346e-05,0.4,2.16
20.295,25.415,98.209,5.6377e-05,0.4,2.24
20.989,25.412,98.201,5.644e-05,0.4,2.32
21.68,25.41,98.197,5.6533e-05,0.4,2.4
22.371,25.415,98.208,5.6929e-05,0.4,2.48
23.059,25.408,98.193,5.6971e-05,0.4,2.56
23.752,25.415,98.209,5.7451e-05,0.4,2.64
24.442,25.411,98.198,5.7524e-05,0.4,2.72
25.166,25.403,98.18,5.7795e-05,0.4,2.8
25.856,25.417,98.214,5.793e-05,0.4,2.88
26.579,25.411,98.198,5.8628e-05,0.4,2.96
27.27,25.416,98.21,5.8816e-05,0.4,3.04
27.994,25.417,98.213,5.9348e-05,0.4,3.12
28.685,25.402,98.178,5.9504e-05,0.4,3.2
29.408,25.417,98.214,5.9952e-05,0.4,3.28
30.1,25.411,98.2,6.0108e-05,0.4,3.36
30.822,25.409,98.195,6.0723e-05,0.4,3.44
31.51,25.415,98.207,6.1318e-05,0.4,3.52
32.199,25.41,98.196,6.1516e-05,0.4,3.6
32.886,25.408,98.193,6.1787e-05,0.4,3.68
33.61,25.416,98.21,6.2506e-05,0.4,3.76
34.303,25.411,98.198,6.2829e-05,0.4,3.84
34.99,25.416,98.211,6.335e-05,0.4,3.92
35.679,25.41,98.197,6.3829e-05,0.4,4
36.367,25.403,98.181,6.3902e-05,0.4,4.08
37.058,25.415,98.208,6.4684e-05,0.4,4.16
37.748,25.406,98.188,6.4903e-05,0.4,4.24
38.471,25.416,98.21,6.5518e-05,0.4,4.32
39.161,25.409,98.195,6.6404e-05,0.4,4.4
39.886,25.409,98.194,6.6633e-05,0.4,4.48
40.574,25.415,98.208,6.7279e-05,0.4,4.56
41.299,25.419,98.217,6.7259e-05,0.4,4.64
41.987,25.41,98.196,6.8384e-05,0.4,4.72
42.708,25.41,98.196,6.8957e-05,0.4,4.8
43.396,25.415,98.209,6.9583e-05,0.4,4.88
44.12,25.415,98.208,6.9916e-05,0.4,4.96
44.808,25.41,98.197,7.0396e-05,0.4,5.04
45.533,25.401,98.176,7.1323e-05,0.4,5.12
46.222,25.416,98.209,7.1792e-05,0.4,5.2
46.947,25.41,98.196,7.223e-05,0.4,5.28
47.637,25.416,98.21,7.2678e-05,0.4,5.36
48.358,25.417,98.214,7.3721e-05,0.4,5.44
49.05,25.408,98.191,7.4367e-05,0.4,5.52
49.741,25.416,98.211,7.4846e-05,0.4,5.6
50.43,25.409,98.193,7.5482e-05,0.4,5.68
51.121,25.417,98.212,7.6055e-05,0.4,5.76
51.845,25.414,98.205,7.6587e-05,0.4,5.84
52.534,25.409,98.194,7.7285e-05,0.4,5.92
53.224,25.414,98.205,7.7859e-05,0.4,6
53.913,25.41,98.196,7.8421e-05,0.4,6.08
54.639,25.401,98.176,7.913e-05,0.4,6.16
55.324,25.414,98.206,7.9724e-05,0.4,6.24
56.019,25.4,98.173,8.0381e-05,0.4,6.32
56.71,25.417,98.213,8.0892e-05,0.4,6.4
