Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.069,25.198,97.692,5.3813e-05,0.4,0
1.319,25.217,97.738,5.3657e-05,0.4,0.08
2.011,25.205,97.709,5.3803e-05,0.4,0.16
2.737,25.209,97.719,5.3511e-05,0.4,0.24
3.481,25.219,97.742,5.3928e-05,0.4,0.32
4.207,25.214,97.732,5.3594e-05,0.4,0.4
4.915,25.214,97.731,5.3844e-05,0.4,0.48
5.62,25.214,97.731,5.3552e-05,0.4,0.56
6.335,25.214,97.73,5.3771e-05,0.4,0.64
7.141,25.214,97.73,5.35e-05,0.4,0.72
7.871,25.206,97.712,5.3834e-05,0.4,0.8
8.569,25.205,97.709,5.3813e-05,0.4,0.88
9.301,25.211,97.725,5.3646e-05,0.4,0.96
10.054,25.201,97.701,5.3605e-05,0.4,1.04
10.759,25.209,97.72,5.3542e-05,0.4,1.12
11.451,25.204,97.708,5.3636e-05,0.4,1.2
12.181,25.21,97.721,5.3625e-05,0.4,1.28
12.895,25.197,97.692,5.3865e-05,0.4,1.36
13.624,25.209,97.72,5.3792e-05,0.4,1.44
14.347,25.201,97.701,5.3657e-05,0.4,1.52
15.075,25.195,97.686,5.3657e-05,0.4,1.6
15.794,25.201,97.699,5.3605e-05,0.4,1.68
16.53,25.198,97.693,5.3688e-05,0.4,1.76
17.247,25.202,97.701,5.3751e-05,0.4,1.84
17.963,25.205,97.71,5.3844e-05,0.4,1.92
18.698,25.205,97.709,5.3896e-05,0.4,2
19.412,25.198,97.693,5.4042e-05,0.4,2.08
20.126,25.202,97.703,5.4074e-05,0.4,2.16
20.824,25.207,97.714,5.4334e-05,0.4,2.24
21.553,25.196,97.688,5.4251e-05,0.4,2.32
22.279,25.201,97.701,5.4251e-05,0.4,2.4
22.999,25.202,97.703,5.4084e-05,0.4,2.48
23.72,25.201,97.701,5.4459e-05,0.4,2.56
24.452,25.192,97.679,5.4522e-05,0.4,2.64
25.159,25.202,97.701,5.4814e-05,0.4,2.72
25.9,25.199,97.696,5.4876e-05,0.4,2.8
26.615,25.198,97.692,5.5064e-05,0.4,2.88
27.339,25.199,97.694,5.5481e-05,0.4,2.96
28.053,25.191,97.676,5.571e-05,0.4,3.04
28.791,25.187,97.668,5.5981e-05,0.4,3.12
29.536,25.199,97.696,5.6106e-05,0.4,3.2
30.275,25.198,97.693,5.6304e-05,0.4,3.28
30.988,25.187,97.666,5.6721e-05,0.4,3.36
31.709,25.185,97.662,5.6992e-05,0.4,3.44
32.43,25.19,97.674,5.7565e-05,0.4,3.52
33.162,25.187,97.667,5.7795e-05,0.4,3.6
33.876,25.195,97.686,5.8284e-05,0.4,3.68
34.601,25.188,97.669,5.8462e-05,0.4,3.76
35.327,25.184,97.66,5.8722e-05,0.4,3.84
36.017,25.196,97.689,5.9004e-05,0.4,3.92
36.74,25.187,97.667,5.9702e-05,0.4,4
37.47,25.192,97.68,5.9754e-05,0.4,4.08
38.192,25.193,97.682,6.0275e-05,0.4,4.16
38.905,25.184,97.659,6.0577e-05,0.4,4.24
39.63,25.191,97.677,6.1203e-05,0.4,4.32
40.328,25.192,97.678,6.1682e-05,0.4,4.4
41.048,25.192,97.679,6.1932e-05,0.4,4.48
41.773,25.196,97.687,6.237e-05,0.4,4.56
42.505,25.191,97.676,6.2943e-05,0.4,4.64
43.225,25.188,97.669,6.2954e-05,0.4,4.72
43.934,25.186,97.665,6.3621e-05,0.4,4.8
44.657,25.184,97.659,6.4298e-05,0.4,4.88
45.377,25.185,97.662,6.4569e-05,0.4,4.96
46.1,25.178,97.646,6.5507e-05,0.4,5.04
46.823,25.185,97.662,6.5633e-05,0.4,5.12
47.544,25.188,97.669,6.6018e-05,0.4,5.2
48.284,25.188,97.669,6.6477e-05,0.4,5.28
48.998,25.183,97.657,6.7259e-05,0.4,5.36
49.687,25.186,97.665,6.7582e-05,0.4,5.44
50.41,25.191,97.676,6.8301e-05,0.4,5.52
51.13,25.187,97.667,6.8603e-05,0.4,5.6
51.848,25.188,97.669,6.8989e-05,0.4,5.68
52.546,25.184,97.659,6.9458e-05,0.4,5.76
53.269,25.189,97.672,7.0427e-05,0.4,5.84
53.985,25.184,97.66,7.0708e-05,0.4,5.92
54.723,25.186,97.663,7.1198e-05,0.4,6
55.442,25.186,97.663,7.1897e-05,0.4,6.08
56.171,25.181,97.652,7.2355e-05,0.4,6.16
56.884,25.184,97.66,7.2689e-05,0.4,6.24
57.572,25.177,97.642,7.3293e-05,0.4,6.32
58.291,25.179,97.648,7.3804e-05,0.4,6.4
