Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.076,25.644,98.74,5.4772e-05,0.4,0
1.349,25.652,98.76,5.4418e-05,0.4,0.08
2.038,25.661,98.78,5.4689e-05,0.4,0.16
2.748,25.653,98.761,5.4678e-05,0.4,0.24
3.45,25.658,98.773,5.4668e-05,0.4,0.32
4.148,25.656,98.769,5.4418e-05,0.4,0.4
4.85,25.656,98.769,5.4355e-05,0.4,0.48
5.642,25.669,98.8,5.4605e-05,0.4,0.56
6.361,25.67,98.8,5.4324e-05,0.4,0.64
7.058,25.674,98.81,5.4835e-05,0.4,0.72
7.808,25.66,98.777,5.424e-05,0.4,0.8
8.53,25.662,98.782,5.4553e-05,0.4,0.88
9.268,25.663,98.784,5.4084e-05,0.4,0.96
9.999,25.677,98.818,5.4907e-05,0.4,1.04
10.858,25.678,98.82,5.4355e-05,0.4,1.12
11.542,25.679,98.822,5.4564e-05,0.4,1.2
12.277,25.681,98.826,5.5033e-05,0.4,1.28
12.961,25.683,98.831,5.4845e-05,0.4,1.36
13.702,25.679,98.821,5.5022e-05,0.4,1.44
14.418,25.68,98.824,5.4522e-05,0.4,1.52
15.138,25.681,98.826,5.4626e-05,0.4,1.6
15.861,25.683,98.832,5.4605e-05,0.4,1.68
16.584,25.688,98.844,5.4835e-05,0.4,1.76
17.308,25.692,98.852,5.5272e-05,0.4,1.84
18,25.684,98.833,5.5804e-05,0.4,1.92
18.725,25.695,98.86,5.5178e-05,0.4,2
19.414,25.69,98.848,5.5387e-05,0.4,2.08
20.127,25.693,98.855,5.6044e-05,0.4,2.16
20.827,25.705,98.882,5.6117e-05,0.4,2.24
21.534,25.696,98.861,5.6836e-05,0.4,2.32
22.243,25.704,98.88,5.7232e-05,0.4,2.4
22.933,25.701,98.874,5.7159e-05,0.4,2.48
23.656,25.703,98.878,5.7722e-05,0.4,2.56
24.347,25.703,98.878,5.8628e-05,0.4,2.64
25.058,25.704,98.881,5.8712e-05,0.4,2.72
25.756,25.714,98.903,5.9264e-05,0.4,2.8
26.478,25.715,98.906,5.9827e-05,0.4,2.88
27.158,25.713,98.9,6.0306e-05,0.4,2.96
27.892,25.71,98.895,6.0869e-05,0.4,3.04
28.584,25.714,98.903,6.1641e-05,0.4,3.12
29.306,25.717,98.911,6.2318e-05,0.4,3.2
29.996,25.726,98.932,6.3006e-05,0.4,3.28
30.708,25.722,98.922,6.384e-05,0.4,3.36
31.411,25.725,98.93,6.3965e-05,0.4,3.44
32.127,25.732,98.945,6.4924e-05,0.4,3.52
32.825,25.726,98.932,6.5487e-05,0.4,3.6
33.548,25.723,98.923,6.632e-05,0.4,3.68
34.235,25.735,98.953,6.7259e-05,0.4,3.76
34.96,25.729,98.939,6.7957e-05,0.4,3.84
35.677,25.731,98.943,6.8916e-05,0.4,3.92
36.373,25.741,98.965,6.9447e-05,0.4,4
37.092,25.735,98.953,7.0177e-05,0.4,4.08
37.788,25.744,98.973,7.0886e-05,0.4,4.16
38.508,25.744,98.973,7.2084e-05,0.4,4.24
39.199,25.742,98.968,7.3012e-05,0.4,4.32
39.939,25.745,98.977,7.3418e-05,0.4,4.4
40.643,25.753,98.995,7.4638e-05,0.4,4.48
41.371,25.753,98.995,7.5201e-05,0.4,4.56
42.058,25.748,98.983,7.6222e-05,0.4,4.64
42.784,25.757,99.004,7.7369e-05,0.4,4.72
43.458,25.758,99.006,7.7942e-05,0.4,4.8
44.195,25.752,98.992,7.913e-05,0.4,4.88
44.877,25.761,99.013,7.9776e-05,0.4,4.96
45.608,25.767,99.027,8.0933e-05,0.4,5.04
46.292,25.756,99.001,8.1778e-05,0.4,5.12
47.011,25.763,99.018,8.3112e-05,0.4,5.2
47.71,25.762,99.016,8.3372e-05,0.4,5.28
48.4,25.772,99.039,8.4811e-05,0.4,5.36
49.09,25.765,99.022,8.5509e-05,0.4,5.44
49.808,25.771,99.036,8.6645e-05,0.4,5.52
50.493,25.776,99.048,8.7468e-05,0.4,5.6
51.192,25.771,99.036,8.7917e-05,0.4,5.68
51.911,25.772,99.039,8.9115e-05,0.4,5.76
52.603,25.785,99.068,9.046e-05,0.4,5.84
53.328,25.781,99.06,9.1064e-05,0.4,5.92
54.009,25.785,99.068,9.2398e-05,0.4,6
54.743,25.783,99.063,9.3462e-05,0.4,6.08
55.458,25.784,99.066,9.4285e-05,0.4,6.16
56.189,25.78,99.056,9.5536e-05,0.4,6.24
56.883,25.787,99.073,9.4629e-05,0.4,6.32
57.598,25.798,99.099,9.4962e-05,0.4,6.4
