Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.323,24.922,97.038,0.0021037,0.2,1
1.647,24.928,97.052,0.0020913,0.2,1
2.61,24.925,97.045,0.0020857,0.2,1
3.597,24.919,97.032,0.0020816,0.2,1
4.583,24.916,97.025,0.0020785,0.2,1
5.546,24.912,97.016,0.0020771,0.2,1
6.55,24.923,97.04,0.0020754,0.2,1
7.535,24.918,97.03,0.0020735,0.2,1
8.519,24.919,97.031,0.0020725,0.2,1
9.514,24.915,97.022,0.0020711,0.2,1
10.594,24.916,97.023,0.0020704,0.2,1
11.619,24.918,97.028,0.0020696,0.2,1
12.569,24.902,96.991,0.0020688,0.2,1
