Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.546,27.397,102.86,0.00033137,0.03,0
2.448,27.39,102.84,0.00032571,0.03,0
3.605,27.377,102.81,0.00019873,0.03,0.1
5.342,27.368,102.79,0.00032564,0.03,0.1
6.498,27.363,102.78,6.5091e-05,0.03,0.2
8.244,27.348,102.74,0.00032558,0.03,0.2
9.386,27.344,102.73,-7.2136e-05,0.03,0.3
11.116,27.345,102.73,0.00032522,0.03,0.3
12.276,27.333,102.7,-0.00021175,0.03,0.4
14.022,27.317,102.67,0.00032547,0.03,0.4
15.178,27.316,102.66,-0.0003513,0.03,0.5
16.891,27.307,102.64,0.00032559,0.03,0.5
18.058,27.301,102.63,-0.00049151,0.03,0.6
19.806,27.282,102.58,0.00032502,0.03,0.6
20.945,27.28,102.58,-0.00063153,0.03,0.7
22.705,27.269,102.55,0.0003246,0.03,0.7
23.86,27.267,102.55,-0.00077203,0.03,0.8
25.597,27.26,102.53,0.00032488,0.03,0.8
26.762,27.253,102.51,-0.00091236,0.03,0.9
28.505,27.24,102.48,0.00032428,0.03,0.9
29.648,27.233,102.47,-0.0010534,0.03,1
31.36,27.233,102.47,0.00032457,0.03,1
32.514,27.217,102.43,-0.0011939,0.03,1.1
34.222,27.219,102.43,0.00032383,0.03,1.1
35.366,27.206,102.4,-0.0013341,0.03,1.2
37.091,27.193,102.37,0.00032362,0.03,1.2
38.243,27.194,102.37,-0.0014756,0.03,1.3
39.985,27.188,102.36,0.00032347,0.03,1.3
41.143,27.181,102.34,-0.001617,0.03,1.4
42.887,27.173,102.32,0.00032274,0.03,1.4
44.031,27.16,102.29,-0.0017571,0.03,1.5
45.777,27.148,102.26,0.00032261,0.03,1.5
46.928,27.152,102.27,-0.0018976,0.03,1.6
48.684,27.14,102.24,0.00032214,0.03,1.6
49.848,27.138,102.24,-0.002039,0.03,1.7
51.572,27.13,102.22,0.00032157,0.03,1.7
52.739,27.118,102.19,-0.0021791,0.03,1.8
54.483,27.107,102.17,0.00032134,0.03,1.8
55.622,27.103,102.16,-0.0023198,0.03,1.9
57.355,27.104,102.16,0.00032059,0.03,1.9
58.523,27.088,102.12,-0.0024607,0.03,2
60.263,27.08,102.1,0.00032006,0.03,2
61.417,27.084,102.11,-0.0026,0.03,2.1
63.151,27.069,102.08,0.00031961,0.03,2.1
64.307,27.06,102.06,-0.0027403,0.03,2.2
66.042,27.052,102.04,0.0003189,0.03,2.2
67.183,27.047,102.03,-0.0028812,0.03,2.3
68.945,27.038,102.01,0.00031853,0.03,2.3
70.086,27.033,101.99,-0.0030228,0.03,2.4
71.796,27.031,101.99,0.00031848,0.03,2.4
72.942,27.022,101.97,-0.0031648,0.03,2.5
74.687,27.01,101.94,0.00031753,0.03,2.5
75.823,27.005,101.93,-0.003303,0.03,2.6
77.547,26.996,101.91,0.00031702,0.03,2.6
78.684,26.992,101.9,-0.0034434,0.03,2.7
80.393,26.99,101.89,0.00031645,0.03,2.7
81.545,26.979,101.87,-0.003583,0.03,2.8
83.275,26.975,101.86,0.00031614,0.03,2.8
84.427,26.962,101.83,-0.003637,0.03,2.9
86.145,26.955,101.81,0.00031526,0.03,2.9
87.299,26.952,101.8,-0.0036348,0.03,3
89.031,26.948,101.8,0.00031486,0.03,3
90.182,26.938,101.77,-0.003634,0.03,3.1
91.927,26.928,101.75,0.0003143,0.03,3.1
93.072,26.93,101.76,-0.0036348,0.03,3.2
94.811,26.923,101.74,0.00031385,0.03,3.2
95.967,26.913,101.71,-0.0036354,0.03,3.3
97.704,26.9,101.69,0.00031332,0.03,3.3
98.857,26.9,101.68,-0.0036359,0.03,3.4
100.59,26.901,101.69,0.00031247,0.03,3.4
101.73,26.894,101.67,-0.0036345,0.03,3.5
103.48,26.877,101.63,0.00031203,0.03,3.5
104.63,26.883,101.65,-0.0036366,0.03,3.6
106.37,26.861,101.59,0.0003112,0.03,3.6
107.52,26.86,101.59,-0.0036332,0.03,3.7
109.25,26.848,101.56,0.00031053,0.03,3.7
110.39,26.848,101.56,-0.0036381,0.03,3.8
112.1,26.847,101.56,0.00030986,0.03,3.8
113.24,26.839,101.54,-0.0036378,0.03,3.9
114.98,26.831,101.52,0.00030952,0.03,3.9
116.13,26.826,101.51,-0.0036347,0.03,4
117.86,26.812,101.48,0.00030859,0.03,4
119.02,26.808,101.47,-0.0036344,0.03,4
120.74,26.796,101.44,0.00030786,0.03,4
121.89,26.799,101.45,-0.0036314,0.03,4
123.62,26.788,101.42,0.00030729,0.03,4
124.77,26.788,101.42,-0.0036299,0.03,4
126.5,26.778,101.4,0.00030645,0.03,4
127.66,26.767,101.37,-0.0036299,0.03,4
129.38,26.758,101.36,0.0003059,0.03,4
130.52,26.761,101.36,-0.0036293,0.03,4
132.26,26.751,101.34,0.00030524,0.03,4
133.41,26.754,101.34,-0.0036271,0.03,4
135.14,26.742,101.32,0.00030461,0.03,4
136.3,26.73,101.29,-0.0036205,0.03,4
138.03,26.736,101.3,0.00030402,0.03,4
139.18,26.724,101.28,-0.0036114,0.03,4
140.93,26.712,101.25,0.00030316,0.03,4
142.07,26.71,101.24,-0.0036132,0.03,4
143.78,26.705,101.23,0.00030238,0.03,4
144.93,26.695,101.21,-0.0036092,0.03,4
146.68,26.694,101.2,0.00030159,0.03,4
147.82,26.689,101.19,-0.0036091,0.03,4
149.54,26.683,101.18,0.00030102,0.03,4
150.69,26.671,101.15,-0.0036064,0.03,4
152.4,26.668,101.15,0.00030029,0.03,4
153.53,26.66,101.13,-0.0036069,0.03,4
155.29,26.654,101.11,0.00029936,0.03,4
156.42,26.653,101.11,-0.0036048,0.03,4
158.16,26.646,101.09,0.00029829,0.03,4
159.33,26.646,101.09,-0.0036047,0.03,4
161.07,26.634,101.07,0.00029811,0.03,4
162.22,26.621,101.04,-0.0036038,0.03,4
163.94,26.613,101.02,0.00029704,0.03,4
165.11,26.621,101.04,-0.0036037,0.03,4
