Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.569,24.784,96.718,5.0415e-05,0.03,0
1.564,24.791,96.733,4.7226e-05,0.03,0.03
2.502,24.788,96.727,3.4427e-05,0.03,0.06
3.486,24.786,96.723,2.071e-05,0.03,0.09
4.469,24.778,96.702,5.941e-06,0.03,0.12
5.42,24.792,96.736,-8.776e-06,0.03,0.15
6.368,24.782,96.714,-2.4191e-05,0.03,0.18
7.352,24.783,96.714,-3.9919e-05,0.03,0.21
8.315,24.788,96.727,-5.6846e-05,0.03,0.24
9.296,24.788,96.726,-7.4054e-05,0.03,0.27
10.262,24.783,96.716,-9.2252e-05,0.03,0.3
11.23,24.773,96.691,-0.00011086,0.03,0.33
12.218,24.784,96.717,-0.00013043,0.03,0.36
13.172,24.772,96.689,-0.00015055,0.03,0.39
14.147,24.772,96.691,-0.0001723,0.03,0.42
15.132,24.768,96.679,-0.00019524,0.03,0.45
16.085,24.773,96.691,-0.0002193,0.03,0.48
17.037,24.777,96.701,-0.000245,0.03,0.51
18.023,24.775,96.696,-0.00027194,0.03,0.54
19.008,24.767,96.679,-0.00030007,0.03,0.57
19.959,24.774,96.693,-0.00033015,0.03,0.6
20.899,24.772,96.689,-0.00036156,0.03,0.63
21.851,24.759,96.658,-0.00039516,0.03,0.66
22.805,24.764,96.672,-0.00042982,0.03,0.69
23.778,24.769,96.683,-0.00046629,0.03,0.72
24.733,24.754,96.647,-0.00050402,0.03,0.75
25.69,24.761,96.665,-0.00054292,0.03,0.78
26.638,24.768,96.68,-0.0005825,0.03,0.81
27.611,24.76,96.661,-0.0006226,0.03,0.84
28.565,24.765,96.673,-0.00066353,0.03,0.87
29.523,24.764,96.672,-0.00070501,0.03,0.9
30.496,24.755,96.65,-0.00074598,0.03,0.93
31.45,24.765,96.673,-0.00078706,0.03,0.96
32.407,24.761,96.664,-0.00082861,0.03,0.99
33.345,24.763,96.669,-0.00086973,0.03,1.02
34.272,24.763,96.669,-0.00091154,0.03,1.05
35.226,24.761,96.664,-0.00095299,0.03,1.08
36.187,24.76,96.662,-0.00099468,0.03,1.11
37.154,24.762,96.666,-0.0010369,0.03,1.14
38.109,24.76,96.662,-0.0010793,0.03,1.17
39.061,24.753,96.644,-0.0011216,0.03,1.2
40.026,24.744,96.626,-0.0011635,0.03,1.23
40.968,24.745,96.627,-0.0012059,0.03,1.26
41.923,24.751,96.642,-0.001248,0.03,1.29
42.882,24.752,96.644,-0.001291,0.03,1.32
43.839,24.759,96.658,-0.0013328,0.03,1.35
44.771,24.744,96.623,-0.0013756,0.03,1.38
45.721,24.758,96.656,-0.0014186,0.03,1.41
46.679,24.755,96.65,-0.0014611,0.03,1.44
47.646,24.749,96.636,-0.0015047,0.03,1.47
48.598,24.754,96.649,-0.0015474,0.03,1.5
49.549,24.748,96.634,-0.0015917,0.03,1.53
50.51,24.748,96.635,-0.0016346,0.03,1.56
51.46,24.757,96.654,-0.0016786,0.03,1.59
52.426,24.755,96.65,-0.0017216,0.03,1.62
53.374,24.746,96.629,-0.0017646,0.03,1.65
54.337,24.739,96.612,-0.0018088,0.03,1.68
55.319,24.744,96.624,-0.0018516,0.03,1.71
56.282,24.755,96.65,-0.0018943,0.03,1.74
57.244,24.754,96.648,-0.0019382,0.03,1.77
58.191,24.75,96.638,-0.0019815,0.03,1.8
59.156,24.747,96.631,-0.0020249,0.03,1.83
60.105,24.754,96.648,-0.0020693,0.03,1.86
61.07,24.753,96.645,-0.0021134,0.03,1.89
62.016,24.746,96.629,-0.0021567,0.03,1.92
62.94,24.74,96.616,-0.002199,0.03,1.95
63.898,24.746,96.63,-0.0022428,0.03,1.98
64.852,24.753,96.646,-0.0022869,0.03,2.01
65.82,24.743,96.621,-0.0023307,0.03,2.04
66.772,24.754,96.648,-0.0023749,0.03,2.07
67.733,24.753,96.645,-0.0024182,0.03,2.1
68.686,24.752,96.644,-0.002461,0.03,2.13
69.645,24.751,96.642,-0.0025048,0.03,2.16
70.593,24.753,96.646,-0.002548,0.03,2.19
71.547,24.752,96.643,-0.0025919,0.03,2.22
72.476,24.746,96.63,-0.0026356,0.03,2.25
73.436,24.751,96.642,-0.002679,0.03,2.28
74.394,24.75,96.639,-0.0027227,0.03,2.31
75.348,24.749,96.636,-0.0027668,0.03,2.34
76.31,24.751,96.641,-0.002809,0.03,2.37
77.262,24.743,96.623,-0.002852,0.03,2.4
78.216,24.75,96.639,-0.0028952,0.03,2.43
79.176,24.75,96.639,-0.0029374,0.03,2.46
80.12,24.743,96.623,-0.0029814,0.03,2.49
81.078,24.751,96.64,-0.003024,0.03,2.52
82.041,24.744,96.625,-0.0030675,0.03,2.55
83,24.746,96.629,-0.0031118,0.03,2.58
83.964,24.743,96.623,-0.003155,0.03,2.61
84.908,24.735,96.604,-0.0031995,0.03,2.64
85.866,24.743,96.622,-0.003243,0.03,2.67
86.819,24.751,96.641,-0.0032873,0.03,2.7
87.785,24.741,96.619,-0.0033298,0.03,2.73
88.768,24.742,96.62,-0.0033743,0.03,2.76
89.73,24.736,96.606,-0.0034176,0.03,2.79
90.678,24.748,96.634,-0.0034597,0.03,2.82
91.637,24.748,96.633,-0.0035027,0.03,2.85
92.605,24.742,96.621,-0.0035454,0.03,2.88
93.553,24.749,96.635,-0.003588,0.03,2.91
94.517,24.748,96.635,-0.0036311,0.03,2.94
95.468,24.743,96.621,-0.0036739,0.03,2.97
96.462,24.744,96.625,-0.0037167,0.03,3
