Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.555,25.63,98.709,0.00015354,0.08,0.1
1.594,25.628,98.704,0.00015394,0.08,0.0995
2.569,25.621,98.688,0.00015409,0.08,0.099
3.524,25.624,98.695,0.00015448,0.08,0.0985
4.503,25.629,98.706,0.00015451,0.08,0.098
5.487,25.623,98.692,0.00015503,0.08,0.0975
6.434,25.627,98.701,0.00015526,0.08,0.097
7.413,25.622,98.689,0.0001553,0.08,0.0965
8.393,25.62,98.684,0.00015552,0.08,0.096
9.341,25.628,98.704,0.00015579,0.08,0.0955
10.317,25.628,98.704,0.0001561,0.08,0.095
11.267,25.623,98.691,0.00015622,0.08,0.0945
12.231,25.621,98.688,0.00015675,0.08,0.094
13.193,25.614,98.672,0.00015706,0.08,0.0935
14.142,25.627,98.701,0.00015709,0.08,0.093
15.126,25.625,98.697,0.00015749,0.08,0.0925
16.084,25.63,98.707,0.00015795,0.08,0.092
17.017,25.627,98.702,0.00015782,0.08,0.0915
18.01,25.623,98.691,0.00015804,0.08,0.091
18.99,25.622,98.69,0.00015847,0.08,0.0905
19.939,25.628,98.703,0.00015851,0.08,0.09
20.918,25.624,98.695,0.00015884,0.08,0.0895
21.898,25.62,98.684,0.00015919,0.08,0.089
22.849,25.622,98.69,0.00015942,0.08,0.0885
23.825,25.626,98.698,0.00015935,0.08,0.088
24.782,25.627,98.701,0.0001599,0.08,0.0875
25.73,25.624,98.694,0.00016018,0.08,0.087
26.712,25.621,98.688,0.0001605,0.08,0.0865
27.646,25.626,98.698,0.00016074,0.08,0.086
28.628,25.629,98.705,0.00016092,0.08,0.0855
29.574,25.622,98.688,0.00016123,0.08,0.085
30.528,25.627,98.701,0.00016129,0.08,0.0845
31.508,25.627,98.702,0.00016173,0.08,0.084
32.456,25.621,98.688,0.00016217,0.08,0.0835
33.442,25.616,98.676,0.00016248,0.08,0.083
34.419,25.619,98.682,0.00016262,0.08,0.0825
35.367,25.626,98.699,0.00016273,0.08,0.082
36.355,25.62,98.686,0.00016296,0.08,0.0815
37.331,25.627,98.701,0.00016342,0.08,0.081
38.277,25.619,98.682,0.00016372,0.08,0.0805
39.266,25.627,98.702,0.00016394,0.08,0.08
40.236,25.62,98.684,0.00016412,0.08,0.0795
41.198,25.619,98.683,0.00016453,0.08,0.079
42.168,25.626,98.698,0.00016458,0.08,0.0785
43.117,25.619,98.682,0.00016512,0.08,0.078
44.071,25.624,98.694,0.00016513,0.08,0.0775
45.048,25.624,98.695,0.00016561,0.08,0.077
45.995,25.627,98.702,0.00016561,0.08,0.0765
46.94,25.619,98.682,0.00016594,0.08,0.076
47.922,25.617,98.679,0.00016644,0.08,0.0755
48.876,25.624,98.695,0.00016643,0.08,0.075
