Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.567,25.547,98.514,0.00020839,0.08,0
1.574,25.547,98.515,0.0002083,0.08,0.0005
2.571,25.544,98.507,0.00020795,0.08,0.001
3.527,25.531,98.478,0.00020722,0.08,0.0015
4.487,25.538,98.494,0.00020753,0.08,0.002
5.471,25.54,98.499,0.00020702,0.08,0.0025
6.45,25.54,98.498,0.0002067,0.08,0.003
7.405,25.53,98.477,0.00020673,0.08,0.0035
8.353,25.537,98.492,0.00020612,0.08,0.004
9.303,25.531,98.478,0.00020575,0.08,0.0045
10.264,25.528,98.471,0.00020589,0.08,0.005
11.244,25.529,98.473,0.00020551,0.08,0.0055
12.193,25.535,98.487,0.00020507,0.08,0.006
13.157,25.532,98.48,0.00020503,0.08,0.0065
14.104,25.526,98.467,0.00020475,0.08,0.007
15.089,25.517,98.444,0.00020484,0.08,0.0075
16.065,25.524,98.462,0.00020435,0.08,0.008
17.018,25.528,98.472,0.0002041,0.08,0.0085
17.972,25.519,98.45,0.00020422,0.08,0.009
18.971,25.513,98.437,0.00020374,0.08,0.0095
19.954,25.523,98.458,0.00020344,0.08,0.01
20.938,25.526,98.467,0.00020317,0.08,0.0105
21.88,25.526,98.465,0.00020291,0.08,0.011
22.866,25.52,98.452,0.00020273,0.08,0.0115
23.819,25.523,98.46,0.00020247,0.08,0.012
24.789,25.518,98.447,0.00020238,0.08,0.0125
25.78,25.524,98.462,0.0002019,0.08,0.013
26.754,25.515,98.44,0.00020174,0.08,0.0135
27.739,25.523,98.46,0.00020165,0.08,0.014
28.706,25.523,98.46,0.0002015,0.08,0.0145
29.659,25.52,98.451,0.00020104,0.08,0.015
30.636,25.514,98.438,0.00020081,0.08,0.0155
31.594,25.516,98.443,0.00020038,0.08,0.016
32.533,25.517,98.445,0.00020047,0.08,0.0165
33.507,25.521,98.456,0.00019998,0.08,0.017
34.46,25.511,98.431,0.00019981,0.08,0.0175
35.439,25.511,98.431,0.00019973,0.08,0.018
36.408,25.522,98.457,0.00019928,0.08,0.0185
37.364,25.522,98.458,0.00019898,0.08,0.019
38.346,25.523,98.46,0.00019863,0.08,0.0195
39.291,25.524,98.463,0.00019892,0.08,0.02
40.257,25.516,98.444,0.00019844,0.08,0.0205
41.205,25.524,98.461,0.00019787,0.08,0.021
42.153,25.524,98.461,0.00019769,0.08,0.0215
43.134,25.524,98.462,0.00019748,0.08,0.022
44.076,25.52,98.451,0.0001973,0.08,0.0225
45.06,25.518,98.448,0.00019699,0.08,0.023
46.008,25.521,98.454,0.00019665,0.08,0.0235
46.95,25.526,98.467,0.00019669,0.08,0.024
47.935,25.523,98.46,0.00019614,0.08,0.0245
48.89,25.524,98.461,0.00019601,0.08,0.025
