Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.577,24.933,97.064,0.0001728,0.03,0
1.561,24.945,97.092,0.0001554,0.03,0.05
2.512,24.938,97.075,0.00013176,0.03,0.1
3.495,24.93,97.058,0.00010615,0.03,0.15
4.453,24.93,97.056,7.8275e-05,0.03,0.2
5.403,24.94,97.081,4.832e-05,0.03,0.25
6.379,24.941,97.082,1.5269e-05,0.03,0.3
7.336,24.927,97.051,-2.0825e-05,0.03,0.35
8.277,24.935,97.069,-6.1641e-05,0.03,0.4
9.272,24.931,97.058,-0.00010723,0.03,0.45
10.254,24.924,97.042,-0.00015773,0.03,0.5
11.198,24.937,97.073,-0.00021409,0.03,0.55
12.186,24.928,97.053,-0.00027566,0.03,0.6
13.181,24.931,97.06,-0.0003421,0.03,0.65
14.146,24.925,97.045,-0.0004105,0.03,0.7
15.096,24.931,97.059,-0.00048136,0.03,0.75
16.081,24.931,97.06,-0.0005517,0.03,0.8
17.032,24.92,97.034,-0.00062242,0.03,0.85
17.988,24.92,97.035,-0.00069311,0.03,0.9
18.927,24.918,97.03,-0.00076363,0.03,0.95
19.876,24.926,97.048,-0.00083444,0.03,1
