Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.542,24.436,95.907,-1.688e-06,0.03,0
1.614,24.448,95.936,-1.595e-06,0.03,0.08
2.592,24.441,95.92,-1.772e-06,0.03,0.16
3.57,24.444,95.926,-1.626e-06,0.03,0.24
4.565,24.451,95.942,-1.678e-06,0.03,0.32
5.546,24.448,95.935,-1.657e-06,0.03,0.4
6.537,24.452,95.944,-1.136e-06,0.03,0.48
7.517,24.452,95.946,-1.553e-06,0.03,0.56
8.498,24.452,95.945,-1.376e-06,0.03,0.64
9.494,24.442,95.922,-1.157e-06,0.03,0.72
10.472,24.434,95.903,-1.178e-06,0.03,0.8
11.464,24.45,95.942,-9.48e-07,0.03,0.88
12.443,24.447,95.933,-1.157e-06,0.03,0.96
13.423,24.444,95.927,-1.105e-06,0.03,1.04
14.4,24.453,95.948,-1.251e-06,0.03,1.12
15.38,24.453,95.947,-5.21e-07,0.03,1.2
16.366,24.444,95.927,-5.42e-07,0.03,1.28
17.315,24.451,95.942,-7.92e-07,0.03,1.36
18.273,24.451,95.943,-4.38e-07,0.03,1.44
19.228,24.433,95.902,-3.34e-07,0.03,1.52
20.219,24.443,95.925,-4.79e-07,0.03,1.6
21.213,24.451,95.942,-1.77e-07,0.03,1.68
22.176,24.451,95.943,-3.86e-07,0.03,1.76
23.134,24.448,95.936,-2.29e-07,0.03,1.84
24.12,24.443,95.924,1e-08,0.03,1.92
25.104,24.438,95.912,-8.3e-08,0.03,2
26.1,24.443,95.925,9.4e-08,0.03,2.08
27.091,24.448,95.936,1.25e-07,0.03,2.16
28.081,24.443,95.925,1.77e-07,0.03,2.24
29.037,24.443,95.925,4.48e-07,0.03,2.32
29.991,24.448,95.937,3.96e-07,0.03,2.4
30.983,24.433,95.901,5.63e-07,0.03,2.48
31.975,24.446,95.931,6.67e-07,0.03,2.56
32.953,24.448,95.937,7.61e-07,0.03,2.64
33.953,24.449,95.938,8.23e-07,0.03,2.72
34.913,24.449,95.939,9.48e-07,0.03,2.8
35.894,24.44,95.918,1.074e-06,0.03,2.88
36.85,24.445,95.93,1.188e-06,0.03,2.96
37.837,24.44,95.917,1.386e-06,0.03,3.04
38.835,24.439,95.915,1.313e-06,0.03,3.12
39.826,24.444,95.926,1.793e-06,0.03,3.2
40.816,24.439,95.914,1.543e-06,0.03,3.28
41.792,24.439,95.915,1.678e-06,0.03,3.36
42.787,24.446,95.931,1.407e-06,0.03,3.44
43.764,24.445,95.928,1.574e-06,0.03,3.52
44.743,24.444,95.926,1.678e-06,0.03,3.6
45.724,24.443,95.925,1.616e-06,0.03,3.68
46.721,24.446,95.931,1.543e-06,0.03,3.76
47.701,24.446,95.931,1.647e-06,0.03,3.84
48.682,24.445,95.928,1.532e-06,0.03,3.92
49.66,24.446,95.932,1.272e-06,0.03,4
