Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.561,25.577,98.585,1.774e-05,0.01,0.1
1.55,25.568,98.564,1.9428e-05,0.01,0.0995
2.529,25.568,98.563,1.9626e-05,0.01,0.099
3.474,25.574,98.579,1.972e-05,0.01,0.0985
4.463,25.567,98.562,1.9512e-05,0.01,0.098
5.447,25.567,98.563,1.9605e-05,0.01,0.0975
6.39,25.559,98.543,1.9897e-05,0.01,0.097
7.34,25.574,98.578,1.972e-05,0.01,0.0965
8.278,25.573,98.576,1.9939e-05,0.01,0.096
9.235,25.572,98.573,1.9668e-05,0.01,0.0955
10.174,25.569,98.567,1.9783e-05,0.01,0.095
11.121,25.564,98.555,1.9626e-05,0.01,0.0945
12.075,25.568,98.564,1.9866e-05,0.01,0.094
13.05,25.564,98.554,2.0345e-05,0.01,0.0935
13.999,25.566,98.558,1.9908e-05,0.01,0.093
14.953,25.565,98.557,2.0262e-05,0.01,0.0925
15.892,25.564,98.554,2.0116e-05,0.01,0.092
16.878,25.566,98.56,2.0001e-05,0.01,0.0915
17.822,25.558,98.54,2.0012e-05,0.01,0.091
18.808,25.553,98.528,2.0241e-05,0.01,0.0905
19.749,25.561,98.548,2.0033e-05,0.01,0.09
20.732,25.56,98.546,2.0283e-05,0.01,0.0895
21.686,25.547,98.515,2.0335e-05,0.01,0.089
22.659,25.554,98.532,2.0179e-05,0.01,0.0885
23.612,25.559,98.542,2.0168e-05,0.01,0.088
24.602,25.552,98.526,2.0168e-05,0.01,0.0875
25.571,25.558,98.54,2.0418e-05,0.01,0.087
26.526,25.541,98.501,2.022e-05,0.01,0.0865
27.512,25.555,98.533,2.047e-05,0.01,0.086
28.45,25.552,98.528,2.0356e-05,0.01,0.0855
29.44,25.547,98.514,2.0397e-05,0.01,0.085
30.413,25.551,98.525,2.0491e-05,0.01,0.0845
31.361,25.544,98.509,2.096e-05,0.01,0.084
32.313,25.551,98.524,2.0523e-05,0.01,0.0835
33.29,25.548,98.517,2.0439e-05,0.01,0.083
34.247,25.548,98.516,2.0627e-05,0.01,0.0825
35.215,25.541,98.502,2.0794e-05,0.01,0.082
36.165,25.546,98.513,2.0835e-05,0.01,0.0815
37.114,25.541,98.501,2.0908e-05,0.01,0.081
38.096,25.538,98.495,2.0825e-05,0.01,0.0805
39.044,25.538,98.494,2.096e-05,0.01,0.08
40.024,25.534,98.484,2.1065e-05,0.01,0.0795
40.972,25.543,98.507,2.0867e-05,0.01,0.079
41.951,25.543,98.506,2.0939e-05,0.01,0.0785
42.902,25.527,98.469,2.1336e-05,0.01,0.078
43.848,25.537,98.492,2.1117e-05,0.01,0.0775
44.79,25.538,98.494,2.121e-05,0.01,0.077
45.774,25.531,98.478,2.1148e-05,0.01,0.0765
46.729,25.535,98.488,2.1471e-05,0.01,0.076
47.669,25.536,98.49,2.1106e-05,0.01,0.0755
48.623,25.535,98.488,2.1377e-05,0.01,0.075
49.569,25.535,98.487,2.0939e-05,0.01,0.0745
50.54,25.518,98.448,2.1346e-05,0.01,0.074
51.489,25.531,98.479,2.1461e-05,0.01,0.0735
52.472,25.531,98.477,2.1419e-05,0.01,0.073
53.426,25.531,98.477,2.1461e-05,0.01,0.0725
54.4,25.523,98.459,2.1502e-05,0.01,0.072
55.356,25.522,98.458,2.1554e-05,0.01,0.0715
56.295,25.523,98.46,2.169e-05,0.01,0.071
57.248,25.526,98.466,2.17e-05,0.01,0.0705
58.196,25.522,98.456,2.1419e-05,0.01,0.07
59.174,25.52,98.452,2.1857e-05,0.01,0.0695
