Time(sec),TempRes(Ohm),Temperature(K),SampVolt(V),SampCurr(A),CoilCurr(A)
0.569,26.266,100.21,0.00015327,0.03,0
1.59,26.266,100.21,0.00015629,0.03,0
2.496,26.259,100.19,0.00015981,0.03,0.0005
3.454,26.262,100.2,0.00016161,0.03,0.0005
4.357,26.256,100.19,0.00016309,0.03,0.001
5.338,26.254,100.18,0.00016435,0.03,0.001
6.236,26.261,100.2,0.00016492,0.03,0.0015
7.209,26.27,100.22,0.00016604,0.03,0.0015
8.115,26.261,100.2,0.00016592,0.03,0.002
9.082,26.266,100.21,0.00016755,0.03,0.002
9.999,26.252,100.18,0.00016676,0.03,0.0025
10.995,26.261,100.2,0.00016826,0.03,0.0025
11.898,26.259,100.19,0.0001674,0.03,0.003
12.907,26.266,100.21,0.00016917,0.03,0.003
13.811,26.267,100.21,0.00016836,0.03,0.0035
14.804,26.253,100.18,0.00017018,0.03,0.0035
15.686,26.261,100.2,0.00016835,0.03,0.004
16.671,26.263,100.2,0.0001707,0.03,0.004
17.564,26.249,100.17,0.00016885,0.03,0.0045
18.533,26.263,100.2,0.00017093,0.03,0.0045
19.451,26.262,100.2,0.00016931,0.03,0.005
20.438,26.255,100.19,0.00017129,0.03,0.005
21.354,26.262,100.2,0.00016933,0.03,0.0055
22.337,26.255,100.18,0.00017187,0.03,0.0055
23.228,26.25,100.17,0.00016956,0.03,0.006
24.203,26.251,100.18,0.00017237,0.03,0.006
25.11,26.257,100.19,0.00016971,0.03,0.0065
26.068,26.252,100.18,0.00017262,0.03,0.0065
26.975,26.257,100.19,0.00016963,0.03,0.007
27.948,26.248,100.17,0.00017273,0.03,0.007
28.856,26.257,100.19,0.00016986,0.03,0.0075
29.856,26.255,100.18,0.00017323,0.03,0.0075
30.763,26.251,100.18,0.00017012,0.03,0.008
31.756,26.255,100.19,0.00017355,0.03,0.008
32.648,26.241,100.15,0.00016979,0.03,0.0085
33.635,26.252,100.18,0.00017362,0.03,0.0085
34.557,26.252,100.18,0.00016994,0.03,0.009
35.542,26.246,100.16,0.000174,0.03,0.009
36.435,26.251,100.18,0.00017015,0.03,0.0095
37.405,26.244,100.16,0.00017416,0.03,0.0095
38.314,26.249,100.17,0.00016983,0.03,0.01
39.268,26.238,100.15,0.00017461,0.03,0.01
40.178,26.248,100.17,0.00016994,0.03,0.0105
41.176,26.246,100.16,0.00017469,0.03,0.0105
42.089,26.237,100.14,0.00016992,0.03,0.011
43.078,26.246,100.16,0.00017499,0.03,0.011
43.962,26.246,100.16,0.00016996,0.03,0.0115
44.927,26.239,100.15,0.00017495,0.03,0.0115
45.848,26.232,100.13,0.00016976,0.03,0.012
46.831,26.235,100.14,0.00017524,0.03,0.012
47.716,26.243,100.16,0.00016958,0.03,0.0125
48.697,26.242,100.15,0.00017529,0.03,0.0125
49.597,26.242,100.16,0.00016965,0.03,0.013
50.58,26.238,100.15,0.00017565,0.03,0.013
51.47,26.237,100.14,0.00016956,0.03,0.0135
52.438,26.241,100.15,0.00017563,0.03,0.0135
53.356,26.239,100.15,0.00016959,0.03,0.014
54.331,26.24,100.15,0.00017598,0.03,0.014
55.221,26.232,100.13,0.00016949,0.03,0.0145
56.2,26.233,100.13,0.00017602,0.03,0.0145
57.1,26.23,100.13,0.00016926,0.03,0.015
58.101,26.228,100.12,0.00017609,0.03,0.015
59.012,26.234,100.14,0.00016914,0.03,0.0155
60.006,26.226,100.12,0.00017607,0.03,0.0155
60.921,26.226,100.12,0.00016914,0.03,0.016
